CODELIST_ID	TERM_ID	TERM_SYNONYM	SYNONYM_TYPE	SYNONYM_SOURCE
C77530	C14232	Cynomolgus monkeys (Macaca fascicularis)	EXACT	VX
C77530	C14232	Cynomolgus, Macaca fascicularis	EXACT	VX
C77530	C14232	Cynomonglus	RELATED	VX
C77530	C14232	M. Fascicularis (Cynomolgus)	EXACT	VX
C77530	C14232	M. fascicularis	EXACT	VX
C77530	C14232	Macaca Fascicularis (Cynomolgus)	EXACT	VX
C77530	C14232	Macaca fascicular	RELATED	VX
C77530	C14232	Macaca fascicularis	EXACT	VX
C77530	C14232	Macaca fascicularis (cynomolgus)	EXACT	VX
C77530	C14232	Macaca fascicularis,	EXACT	VX
C77530	C14232	Macaca fascycularis	RELATED	VX
C77530	C14232	Macaca fasicularis	EXACT	VX
C77530	C14232	Macaca irus	EXACT	VX
C77530	C14232	Macaca mulatta	EXACT	VX
C77530	C14232	Vietnamese cynomolgus (macaca fascicularis)	EXACT	VX
C77530	C14232	Wild-caught	NARROW	VX
C77530	C14232	Wild-caught cynomolgus monkeys (Macaca fascicularis)	NARROW	VX
C77530	C14232	macaca fascicularis	EXACT	VX
C77530	C14233	Rhesus	EXACT	VX
C77530	C14395	Crl:CD BR VAF/Plus	RELATED	VX
C77530	C14395	Crl:CD-l (ICR)BR VAF/Plus	RELATED	VX
C77530	C14395	Crl:CD-l ¿ (ICR)BR VAF/Plus	RELATED	VX
C77530	C14395	Crl:CD¿BR VAF/Plus	RELATED	VX
C77530	C14395	CrlrCD BR	RELATED	VX
C77530	C14395	SPF, Crl: (WI)BR, Charles River Wiga	RELATED	VX
C77530	C14401	CDF(F-344)/CrlBR	NARROW	VX
C77530	C14401	F344	EXACT	VX
C77530	C14401	Fischer	EXACT	VX
C77530	C14401	Fischer (Charles River)	NARROW	VX
C77530	C14401	Fischer (F344/DuCrj)	NARROW	VX
C77530	C14401	Fischer 344	EXACT	VX
C77530	C14401	Fischer 344 - SPF CDF (F-344)/Crl BR	NARROW	VX
C77530	C14401	Fischer Crl Br	NARROW	VX
C77530	C14401	SPF Fischer (F344/DuCrj)	NARROW	VX
C77530	C14412	SHR/NCrlBR	NARROW	VX
C77530	C14424	B6.129-Trp53tmlN5-W (C57BL/6TacfBL)	RELATED	VX
C77530	C14424	BDF1	RELATED	VX
C77530	C14424	C57 Bl/6N	RELATED	VX
C77530	C14424	C57 Black/6	EXACT	VX
C77530	C14424	C57BL/6	EXACT	VX
C77530	C14424	C57BL/6 J	NARROW	VX
C77530	C14424	C57BL/6 J  Ico	RELATED	VX
C77530	C14424	C57BL/6 J@ Ico	RELATED	VX
C77530	C14424	C57BL/6J	RELATED	VX
C77530	C14424	C57BL/6NTac	NARROW	VX
C77530	C14424	C57BL/6TacBR N5 wild type	NARROW	VX
C77530	C14424	C57BL6	EXACT	VX
C77530	C14424	Crl:C57BL6	RELATED	VX
C77530	C200006	Albino outbred	RELATED	VX
C77530	C200006	Baboon	RELATED	VX
C77530	C200006	Baboon (Papio sp.)	RELATED	VX
C77530	C200006	CB6F1	RELATED	VX
C77530	C200006	CCR2 wild type	RELATED	VX
C77530	C200006	CF (RAC-CF)	RELATED	VX
C77530	C200006	CFE	RELATED	VX
C77530	C200006	CFE (SPF)	RELATED	VX
C77530	C200006	CFY	RELATED	VX
C77530	C200006	Callithrix jacchus	RELATED	VX
C77530	C200006	Callithrix jacchus; Novartis stock colony	RELATED	VX
C77530	C200006	Chacma baboon (Papio ursinus)	RELATED	VX
C77530	C200006	Charles River WIGA	RELATED	VX
C77530	C200006	Chbb: THOM (SPF)	RELATED	VX
C77530	C200006	Chbb:HM (SPF)	RELATED	VX
C77530	C200006	Chbb:NMRI (SPF)	RELATED	VX
C77530	C200006	Chinchilla, Chbb:CH	RELATED	VX
C77530	C200006	Cocker Spaniel	RELATED	VX
C77530	C200006	Cocker spaniel	RELATED	VX
C77530	C200006	Common marmoset	RELATED	VX
C77530	C200006	DA	RELATED	VX
C77530	C200006	FDRL	RELATED	VX
C77530	C200006	Guinea baboon	RELATED	VX
C77530	C200006	Guinea baboon (Papio ursinus)	RELATED	VX
C77530	C200006	HanIbm:NMRI	RELATED	VX
C77530	C200006	Heterozygous Global knockout, gkdel/wt	RELATED	VX
C77530	C200006	HsdBrlMra:DOBE	RELATED	VX
C77530	C200006	HsdCHfr:DOBE	RELATED	VX
C77530	C200006	Hybrid chinchilla	RELATED	VX
C77530	C200006	Jcl:ICR	RELATED	VX
C77530	C200006	LRE	RELATED	VX
C77530	C200006	Marmoset	RELATED	VX
C77530	C200006	Marmoset C. jacchus jacchus	RELATED	VX
C77530	C200006	NMRKf(SPF71)	RELATED	VX
C77530	C200006	No	EXACT	VX
C77530	C200006	No available	EXACT	VX
C77530	C200006	None	EXACT	VX
C77530	C200006	Not avaialble	EXACT	VX
C77530	C200006	Not available	RELATED	VX
C77530	C200006	Not avilable	EXACT	VX
C77530	C200006	Not reported	EXACT	VX
C77530	C200006	Not specified	EXACT	VX
C77530	C200006	Not-available	RELATED	VX
C77530	C200006	OFA	RELATED	VX
C77530	C200006	OFA-Sandoz SPF	RELATED	VX
C77530	C200006	OFA-Sandoz, SPF	RELATED	VX
C77530	C200006	P53N5-W	RELATED	VX
C77530	C200006	Pabio	RELATED	VX
C77530	C200006	Papio cynocephalus and anubis	RELATED	VX
C77530	C200006	Papio-papio	RELATED	VX
C77530	C200006	Pembrokeshire corgis	RELATED	VX
C77530	C200006	Purpose-bred	BROAD	VX
C77530	C200006	SPF	RELATED	VX
C77530	C200006	SPF rats	RELATED	VX
C77530	C200006	SPF,Kfm:NMRI	RELATED	VX
C77530	C200006	Stonecraft	RELATED	VX
C77530	C200006	Tac:N(SD)fBR	RELATED	VX
C77530	C200006	Tif.MAG	RELATED	VX
C77530	C200006	Tif:RAIf	RELATED	VX
C77530	C200006	TifrRAIf (SPF)	BROAD	VX
C77530	C200006	Unreported	EXACT	VX
C77530	C200006	Unreportes	EXACT	VX
C77530	C200006	Unspecified	EXACT	VX
C77530	C200006	Ureported	RELATED	VX
C77530	C200006	XPA	RELATED	VX
C77530	C200006	Yellow Silver	RELATED	VX
C77530	C200007	Albino	RELATED	VX
C77530	C200007	Albino Carworth Farms	RELATED	VX
C77530	C200007	CF-E	RELATED	VX
C77530	C200007	CFE-Carworth	RELATED	VX
C77530	C200007	Caesarean-derived albino	RELATED	VX
C77530	C200007	Canis familiaris	RELATED	VX
C77530	C200007	Carworth	RELATED	VX
C77530	C200007	Charles River	RELATED	VX
C77530	C200007	Charles River Caesarean-derived	RELATED	VX
C77530	C200007	Charles River Paris	RELATED	VX
C77530	C200007	Charles River SPF	RELATED	VX
C77530	C200007	Charles river	RELATED	VX
C77530	C200007	Domestic breed	RELATED	VX
C77530	C200007	Monkey	RELATED	VX
C77530	C200007	NMRI	RELATED	VX
C77530	C200007	NMRI-mice	RELATED	VX
C77530	C200007	OFA IFFA CREDO SPF	RELATED	VX
C77530	C200007	OFA, IFFA-CREDO SPF	RELATED	VX
C77530	C200007	Outbred SPF strain	RELATED	VX
C77530	C200007	Own breed	RELATED	VX
C77530	C200007	SPF breed	EXACT	VX
C77530	C200007	Tif: RAI (SPF)	RELATED	VX
C77530	C200007	Unknown	EXACT	VX
C77530	C37357	BALB/C	EXACT	VX
C77530	C37357	BALB/c	EXACT	VX
C77530	C37357	BALB/cfBL10/Alpk	NARROW	VX
C77530	C37376	C57BL/10J	EXACT	VX
C77530	C53897	Alderley Park (AP) Beagle	NARROW	VX
C77530	C53897	Alderley Park (AP) beagle	NARROW	VX
C77530	C53897	Alderley Park Beagle	NARROW	VX
C77530	C53897	Alderley Park Beagles	NARROW	VX
C77530	C53897	Alderley Park beagle	NARROW	VX
C77530	C53897	Alderley park beagle	NARROW	VX
C77530	C53897	BOR : Beag	NARROW	VX
C77530	C53897	BOR:Beag	NARROW	VX
C77530	C53897	Baegle	RELATED	VX
C77530	C53897	Beagle	EXACT	VX
C77530	C53897	Beagle (Harlan, UK)	NARROW	VX
C77530	C53897	Beagle (Hsdlf:DOBE)	NARROW	VX
C77530	C53897	Beagle (Marshall farm)	NARROW	VX
C77530	C53897	Beagle HOE:BEAK	NARROW	VX
C77530	C53897	Beagle Hoe:BEAK	NARROW	VX
C77530	C53897	Beagle Hoe:BEAK (Hoechst breed)	NARROW	VX
C77530	C53897	Beagle Hoe:beak	NARROW	VX
C77530	C53897	Beagle HsdCpb:DOBE	NARROW	VX
C77530	C53897	Beagle LRE	RELATED	VX
C77530	C53897	Beagle alderley park	NARROW	VX
C77530	C53897	Beagle dog	EXACT	VX
C77530	C53897	Beagle dog HsdIf	NARROW	VX
C77530	C53897	Beagle dogs	EXACT	VX
C77530	C53897	Beagle, Hoe: BEAK	NARROW	VX
C77530	C53897	Beagle, dextran-sensitized	NARROW	VX
C77530	C53897	Beagle-Marschall	NARROW	VX
C77530	C53897	Beagle-dog, English, Hoe:BEAK	RELATED	VX
C77530	C53897	Beagles	EXACT	VX
C77530	C53897	Beagles Harlan Winkelmann	NARROW	VX
C77530	C53897	Beagles Hoe: beak	NARROW	VX
C77530	C53897	Beagles Hund	EXACT	VX
C77530	C53897	Beagles hoest breed	NARROW	VX
C77530	C53897	Begle	RELATED	VX
C77530	C53897	Bor. Beag.	NARROW	VX
C77530	C53897	CSK beagle	NARROW	VX
C77530	C53897	CSK-Beagle	NARROW	VX
C77530	C53897	Canis familiaris (beagle)	EXACT	VX
C77530	C53897	Canis familiaris Beagle	EXACT	VX
C77530	C53897	English beagle, Hoe:BEAK	NARROW	VX
C77530	C53897	Harlan Beagle	RELATED	VX
C77530	C53897	Hoe:BEAK	NARROW	VX
C77530	C53897	HsdCpb:DOBE	NARROW	VX
C77530	C53897	Marshall-Beagle	NARROW	VX
C77530	C53897	Marshall-Beagles	NARROW	VX
C77530	C53897	Pedigree Beagle	EXACT	VX
C77530	C53897	Pure-bred beagle	EXACT	VX
C77530	C53897	Purebred beagle	EXACT	VX
C77530	C53897	Purpose-bred Baegle	BROAD	VX
C77530	C53897	Swiss beagle	RELATED	VX
C77530	C53951	Bastard	EXACT	VX
C77530	C53951	Mongel	RELATED	VX
C77530	C53951	Mongrel	EXACT	VX
C77530	C76182	B6C3F1	EXACT	VX
C77530	C76183	Alpk: ApfCD-1 Mouse	NARROW	VX
C77530	C76183	C57BL/10Jf CD-1/Alpk	NARROW	VX
C77530	C76183	CD / Crl:CD(R)	NARROW	VX
C77530	C76183	CD(R) [Crl:CD(SD)] rats	NARROW	VX
C77530	C76183	CD-1	EXACT	VX
C77530	C76183	CD-1 (Crl:CD 1 (1CR) Br)	NARROW	VX
C77530	C76183	CD-1 (Crl:CD-1.(ICR)BR)	NARROW	VX
C77530	C76183	CD-1 (Crl:CD-1TM(ICR)BR)	NARROW	VX
C77530	C76183	CD-1 (Crl:CD-l (ICR)BR)	RELATED	VX
C77530	C76183	CD-1 (Crl:CD-l¿(ICR)BR)	RELATED	VX
C77530	C76183	CD-1 (ICR)	NARROW	VX
C77530	C76183	CD-1 Crl:CD-1 (ICR)BR	NARROW	VX
C77530	C76183	CD-1 Mouse, Charles River, UK	NARROW	VX
C77530	C76183	CD-I (Crl:CD-l" (ICR)BR	NARROW	VX
C77530	C76183	CD-I [Crl: CD1 ¿ (ICR) Br]	NARROW	VX
C77530	C76183	CD1	RELATED	VX
C77530	C76183	CD1 Crl/CD-1 (ICR) BR	NARROW	VX
C77530	C76183	CRL (CD1)	RELATED	VX
C77530	C76183	CRL:CD-1 (ICR) BR	NARROW	VX
C77530	C76183	CRL:CD-1 (ICR) BR mice	NARROW	VX
C77530	C76183	CRL:CD-1 (ICR)BR mice	NARROW	VX
C77530	C76183	CRL:CD-1(R)(ICR)BR mice	NARROW	VX
C77530	C76183	CRL:CD-1®(ICR) BR mice	NARROW	VX
C77530	C76183	CRL:CD-1®(ICR)BR mice	NARROW	VX
C77530	C76183	CRL:CD-1¿(ICR) BR	NARROW	VX
C77530	C76183	CRL:CD-1¿(ICR) BR mice	NARROW	VX
C77530	C76183	CRL:CD-1¿(ICR)BR mice	NARROW	VX
C77530	C76183	Cd-1	EXACT	VX
C77530	C76183	Charles River CD (VAF+)	NARROW	VX
C77530	C76183	Charles River CD-1	RELATED	VX
C77530	C76183	Charles River CD-I (R)	NARROW	VX
C77530	C76183	Charles River Crl:CD-1(ICR)BR	NARROW	VX
C77530	C76183	Charles River albino mice (Crl:CD-1 [ICR]BR)	NARROW	VX
C77530	C76183	Crl CD(R) (SD) BR	NARROW	VX
C77530	C76183	Crl: CD-1 (ICR) BR	NARROW	VX
C77530	C76183	Crl: CD-1 (ICR)BR	NARROW	VX
C77530	C76183	Crl: CD-1(ICR)BR	NARROW	VX
C77530	C76183	Crl: CD-1(R)(ICR)BR	NARROW	VX
C77530	C76183	Crl: CD1 (ICR)	NARROW	VX
C77530	C76183	Crl: CD1" (ICR) BR	NARROW	VX
C77530	C76183	Crl:CD (ICR) strain	NARROW	VX
C77530	C76183	Crl:CD (SD) IGS BR(R)	NARROW	VX
C77530	C76183	Crl:CD (SD)RBR	NARROW	VX
C77530	C76183	Crl:CD(R)(SD)	NARROW	VX
C77530	C76183	Crl:CD-1	NARROW	VX
C77530	C76183	Crl:CD-1 (ICR)	NARROW	VX
C77530	C76183	Crl:CD-1 (ICR) BR	NARROW	VX
C77530	C76183	Crl:CD-1 (ICR) BR VAF/PLUS	NARROW	VX
C77530	C76183	Crl:CD-1 (ICR) BR strain (VAF plus)	RELATED	VX
C77530	C76183	Crl:CD-1 (ICR)BR	NARROW	VX
C77530	C76183	Crl:CD-1 (ICR)BR VAF/Plus	NARROW	VX
C77530	C76183	Crl:CD-1"(ICR)BR	NARROW	VX
C77530	C76183	Crl:CD-1(ICR)	NARROW	VX
C77530	C76183	Crl:CD-1(ICR) BR	NARROW	VX
C77530	C76183	Crl:CD-1(ICR)BR	NARROW	VX
C77530	C76183	Crl:CD-1(ICR)BR strain (VAF plus)	RELATED	VX
C77530	C76183	Crl:CD-1(ICR)BR)	NARROW	VX
C77530	C76183	Crl:CD-1(R)(ICR) BR mice	NARROW	VX
C77530	C76183	Crl:CD-1(R)(ICR)BR	NARROW	VX
C77530	C76183	Crl:CD-1TM (ICR)BR	NARROW	VX
C77530	C76183	Crl:CD-1TM(ICR)BR	NARROW	VX
C77530	C76183	Crl:CD-1¿(ICR)BR	NARROW	VX
C77530	C76183	Crl:CD-1¿(ICR)BR VAF/Plus	NARROW	VX
C77530	C76183	Crl:CD-l"(ICR)BR	RELATED	VX
C77530	C76183	Crl:CD-l(ICR)BR	RELATED	VX
C77530	C76183	Crl:CD-l(R)(ICR)BR	NARROW	VX
C77530	C76183	Crl:CD-l?(ICR)BR	RELATED	VX
C77530	C76183	Crl:CD1 (ICR)	NARROW	VX
C77530	C76183	Crl:CD1(ICR)	NARROW	VX
C77530	C76183	Crl:CD1(ICR) Mouse	NARROW	VX
C77530	C76183	Crl:CD1(Icr)	NARROW	VX
C77530	C76183	Crl:CFW (SW)BR VAF/Plus	RELATED	VX
C77530	C76183	Crl:CFW¿(SW)BR VAF/Plus	RELATED	VX
C77530	C76183	Crllcr:CD1	NARROW	VX
C77530	C76183	Foster CD1	NARROW	VX
C77530	C76183	ICR (Crj:CD-1) SPF	RELATED	VX
C77530	C76183	SPF CDC Charled River, Wiga GmbH	RELATED	VX
C77530	C76183	Swiss (ICR) mice: Crl-CD1	NARROW	VX
C77530	C76183	Swiss Crl - CD1	NARROW	VX
C77530	C76183	Swiss Crl:CD-1(ICR)BR	NARROW	VX
C77530	C76186	DA with MOG1-125 induced experimental autoimmune encephalomyelitis	NARROW	VX
C77530	C76187	Ico:OFA SD (SPF Caw)	NARROW	VX
C77530	C76187	Ico:OFA.SD(SPF Caw)	NARROW	VX
C77530	C76187	OFA-SD	EXACT	VX
C77530	C76187	OFA-SD (SPF Caw)	NARROW	VX
C77530	C76187	SD: OFA	EXACT	VX
C77530	C76188	Long Evans (black hooded)	EXACT	VX
C77530	C76188	Long Evans Rj:LE(IOPS orl)(pigmented rats)	NARROW	VX
C77530	C76188	Pigmented crt:(LE)BR(SPF)	NARROW	VX
C77530	C76188	Pigmented: crt:(LE)BR (SPF)	NARROW	VX
C77530	C76189	(CD) Sprague-Dawley derived	RELATED	VX
C77530	C76189	(Crl:CDTM(SD) IGS	NARROW	VX
C77530	C76189	Albino rat/Charles River-CD	RELATED	VX
C77530	C76189	CD	NARROW	VX
C77530	C76189	CD (SD)	NARROW	VX
C77530	C76189	CD (SD) BR Sprague Dawley	NARROW	VX
C77530	C76189	CD (SD) IGS BR	NARROW	VX
C77530	C76189	CD (SD)IGS BR	NARROW	VX
C77530	C76189	CD (SPF, Sprague-Dawley origin)	NARROW	VX
C77530	C76189	CD (Sprague Dawley)	NARROW	VX
C77530	C76189	CD (Sprague-Dawley)	NARROW	VX
C77530	C76189	CD Sprague Dawley	NARROW	VX
C77530	C76189	CD Sprague Dawley (Crl: CD(R)BR VAF/PLUSTM)	NARROW	VX
C77530	C76189	CD TM Crl: CD TM (SD) BR	RELATED	VX
C77530	C76189	CD(Crl:CD(SD)BR, Sprague-Dawley VAF+	NARROW	VX
C77530	C76189	CD(R) IGS	NARROW	VX
C77530	C76189	CD(SD)	NARROW	VX
C77530	C76189	CD(SD) IGS BR	NARROW	VX
C77530	C76189	CD(SD)BR Sprague Dawley	NARROW	VX
C77530	C76189	CD(SD)BR Sprague-Dawley	NARROW	VX
C77530	C76189	CD(SD)IGS BR	NARROW	VX
C77530	C76189	CD(SD0BR Sprague Dawley	NARROW	VX
C77530	C76189	CD-I (ICR) BR V AF/PLUS	RELATED	VX
C77530	C76189	CD/Crl:CD	NARROW	VX
C77530	C76189	CD1 Sprague Dawley  (IOPS Caw)	NARROW	VX
C77530	C76189	CD® / Crl:CD®	NARROW	VX
C77530	C76189	CD® [Crl:CD®(SD)] rats	NARROW	VX
C77530	C76189	CD¿ / Crl:CD¿	NARROW	VX
C77530	C76189	CD¿ IGS	RELATED	VX
C77530	C76189	CD¿ IGS virus antibody free (VAF/Plus¿)	RELATED	VX
C77530	C76189	CD¿ [Crl:CD¿(SD)]IGS BR rats	NARROW	VX
C77530	C76189	CD¿(SD)IGSBR	NARROW	VX
C77530	C76189	COBS	NARROW	VX
C77530	C76189	COBS-CD	RELATED	VX
C77530	C76189	COX-SD: Sprague Dawley derived	NARROW	VX
C77530	C76189	CRJ: CD (SD)	RELATED	VX
C77530	C76189	Charles River (Crl:CD(R)[SD]BR)	RELATED	VX
C77530	C76189	Charles River (Crl:CD[SD]BR)	NARROW	VX
C77530	C76189	Charles River (Crl:CD®[SD]BR)	NARROW	VX
C77530	C76189	Charles River (Crl:CD¿[SD]BR)	NARROW	VX
C77530	C76189	Charles River (Saint-Aubinles- Elbeuf, France) COBS, CD	RELATED	VX
C77530	C76189	Charles River CD	NARROW	VX
C77530	C76189	Charles River CD rats	NARROW	VX
C77530	C76189	Charles River Crl BR rats	NARROW	VX
C77530	C76189	Charles River Crl:CD(SD)BR	NARROW	VX
C77530	C76189	Charles River Sprague-Dawley albino rats (CD (SD)BR)	NARROW	VX
C77530	C76189	Charles River Sprague-Dawley albino rats (CD(R)(SD)BR)	NARROW	VX
C77530	C76189	Charles River Sprague-Dawley albino rats (CD®(SD)BR)	NARROW	VX
C77530	C76189	Charles River Sprague-Dawley albino rats (CD¿(SD)BR)	NARROW	VX
C77530	C76189	Charles River albino (CD[SD]BR)	NARROW	VX
C77530	C76189	Charles River crl:CD(R)BR rats	NARROW	VX
C77530	C76189	Crj:CD	NARROW	VX
C77530	C76189	Crj:CD (SD) IGS	NARROW	VX
C77530	C76189	Crj:CD(SD) strain SPF	RELATED	VX
C77530	C76189	Crj:CD¿(SD)IGS.BR	NARROW	VX
C77530	C76189	Crl CD(R) (SD) IGS BR	NARROW	VX
C77530	C76189	Crl CD(R)BR	RELATED	VX
C77530	C76189	Crl CDBR (Sprague-Dawley)	NARROW	VX
C77530	C76189	Crl CD® (SD) BR	NARROW	VX
C77530	C76189	Crl CD® (SD) IGS BR	NARROW	VX
C77530	C76189	Crl CD®BR	NARROW	VX
C77530	C76189	Crl: CD (SD)	NARROW	VX
C77530	C76189	Crl: CD (SD) BR	NARROW	VX
C77530	C76189	Crl: CD (SD) BR (VAF plus)	NARROW	VX
C77530	C76189	Crl: CD (SD)IGS BR	NARROW	VX
C77530	C76189	Crl: CD BR	NARROW	VX
C77530	C76189	Crl: CD Charles River	NARROW	VX
C77530	C76189	Crl: CD" (SD) IGS BR	NARROW	VX
C77530	C76189	Crl: CD(SD)	NARROW	VX
C77530	C76189	Crl: CD(SD) IGS BR	NARROW	VX
C77530	C76189	Crl: CD(SD)IGS	RELATED	VX
C77530	C76189	Crl: CD(SD)IGS BR	NARROW	VX
C77530	C76189	Crl: CDTM(SD)IGS BR	NARROW	VX
C77530	C76189	Crl: COBS(R)CD(R) SD Br	RELATED	VX
C77530	C76189	Crl: COBs(R) CD(R)	RELATED	VX
C77530	C76189	Crl: Sprague Dawley SD	NARROW	VX
C77530	C76189	Crl:(CD)BR	NARROW	VX
C77530	C76189	Crl:C0BS(R) CD(R) (SD)	RELATED	VX
C77530	C76189	Crl:CD  (SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD (ICR) BR	NARROW	VX
C77530	C76189	Crl:CD (R)BR VAF/PLUS	NARROW	VX
C77530	C76189	Crl:CD (SD)	NARROW	VX
C77530	C76189	Crl:CD (SD) BR	NARROW	VX
C77530	C76189	Crl:CD (SD) BR VAF PLUS	NARROW	VX
C77530	C76189	Crl:CD (SD) IGS BR	NARROW	VX
C77530	C76189	Crl:CD (SD) IGS BR VAF PLUS	NARROW	VX
C77530	C76189	Crl:CD (SD)BR	NARROW	VX
C77530	C76189	Crl:CD (SD)BR VAF/Plus	NARROW	VX
C77530	C76189	Crl:CD (SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD (SD)IGSBR	NARROW	VX
C77530	C76189	Crl:CD (Sprague Dawley)	NARROW	VX
C77530	C76189	Crl:CD BR	NARROW	VX
C77530	C76189	Crl:CD R(SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD Sprague Dawley	NARROW	VX
C77530	C76189	Crl:CD ¿(SD) BR	NARROW	VX
C77530	C76189	Crl:CD" (SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD"(SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD"(SD)IGSBR	NARROW	VX
C77530	C76189	Crl:CD(R) (SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD(R)(SD) IGS BR	NARROW	VX
C77530	C76189	Crl:CD(R)(SD)BR	RELATED	VX
C77530	C76189	Crl:CD(R)(SD)BR VAF/Plus	NARROW	VX
C77530	C76189	Crl:CD(R)(SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD(R), BR	RELATED	VX
C77530	C76189	Crl:CD(R)BR	RELATED	VX
C77530	C76189	Crl:CD(R)BR (Sprague-Dawley)	NARROW	VX
C77530	C76189	Crl:CD(SD)	NARROW	VX
C77530	C76189	Crl:CD(SD) (R/SPF CD)	RELATED	VX
C77530	C76189	Crl:CD(SD) BR	NARROW	VX
C77530	C76189	Crl:CD(SD) Br	NARROW	VX
C77530	C76189	Crl:CD(SD) IGS BR	NARROW	VX
C77530	C76189	Crl:CD(SD) IGS BR VAF PLUS	NARROW	VX
C77530	C76189	Crl:CD(SD) Sprague Dawley	NARROW	VX
C77530	C76189	Crl:CD(SD) Sprague-Dawley rat	NARROW	VX
C77530	C76189	Crl:CD(SD) rats	NARROW	VX
C77530	C76189	Crl:CD(SD)BR	NARROW	VX
C77530	C76189	Crl:CD(SD)BR strain (VAF plus)	NARROW	VX
C77530	C76189	Crl:CD(SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD(SD)IGSBR	NARROW	VX
C77530	C76189	Crl:CD(SD)IGS¿ BR	NARROW	VX
C77530	C76189	Crl:CD(SD)OFA	NARROW	VX
C77530	C76189	Crl:CD-1R(ICR)BR	RELATED	VX
C77530	C76189	Crl:CD-I (CR)BR	NARROW	VX
C77530	C76189	Crl:CD.(SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD1 (ICR)IGS BR	RELATED	VX
C77530	C76189	Crl:CDBR	RELATED	VX
C77530	C76189	Crl:CDR(SD)BR	NARROW	VX
C77530	C76189	Crl:CDR(SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CDR(SD)IGSBR	NARROW	VX
C77530	C76189	Crl:CDTM (SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CDTM(SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD[SD]BR	NARROW	VX
C77530	C76189	Crl:CD® (SD) IGS BR®	NARROW	VX
C77530	C76189	Crl:CD® (SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD®(SD)	NARROW	VX
C77530	C76189	Crl:CD®(SD) IGS BR	NARROW	VX
C77530	C76189	Crl:CD®(SD)BR	NARROW	VX
C77530	C76189	Crl:CD®(SD)BR VAF/Plus	NARROW	VX
C77530	C76189	Crl:CD®(SD)IGS BR	NARROW	VX
C77530	C76189	Crl:CD®, BR	NARROW	VX
C77530	C76189	Crl:CD®BR	NARROW	VX
C77530	C76189	Crl:CD¿(SD)	NARROW	VX
C77530	C76189	Crl:CD¿(SD) IGS BR	NARROW	VX
C77530	C76189	Crl:CD¿(SD)BR	NARROW	VX
C77530	C76189	Crl:CD¿(SD)BR VAF/Plus	NARROW	VX
