CODELIST_ID	TERM_ID	TERM_SYNONYM	SYNONYM_TYPE	SYNONYM_SOURCE
C85493	C102357	Accumulation ratio [Cmax Day7/Day1]	RELATED	VX
C85493	C102357	Accumulation ratio calculated from  dried blood spot data Cmax	RELATED	VX
C85493	C102357	Accumulation ratio of Cmax (Rac(Cmax))	RELATED	VX
C85493	C102357	C max D28/D1	RELATED	VX
C85493	C102357	Cmax (Day 15/Day 1)	RELATED	VX
C85493	C102357	Cmax (Day 17/Day 1)	RELATED	VX
C85493	C102357	Cmax (mean Day1/Day5)	RELATED	VX
C85493	C102357	Cmax ratio	RELATED	VX
C85493	C102357	Cmax ratio Day7/Day1	RELATED	VX
C85493	C102357	Cmax ratio [Cmax(Day24)/Cmax(Day1)] (RCmax)	RELATED	VX
C85493	C102357	Cmax(Day 14/Day 0)	RELATED	VX
C85493	C102357	Cmax(Day 15/Day 1)	RELATED	VX
C85493	C102357	Cmax(Day 21/Day 0)	RELATED	VX
C85493	C102357	Cmax(Day 28)/Cmax(Day 0)	RELATED	VX
C85493	C102357	Cmax(day 28)/Cmax(Day 0)	RELATED	VX
C85493	C102357	Cmax/dose ratio	RELATED	VX
C85493	C102357	Cmax2/Cmax1	RELATED	VX
C85493	C102357	Linearity Cmax	RELATED	VX
C85493	C102357	R A1 (Cmax_Day 30/C max_Day 1	RELATED	VX
C85493	C102357	Rac  Cmax	RELATED	VX
C85493	C102357	Rac (Cmax)	RELATED	VX
C85493	C102357	Rac(Cmax)	RELATED	VX
C85493	C102358	ARCMIN	EXACT	SEND
C85493	C102358	Accumulation factors (C24h)	RELATED	VX
C85493	C102358	Accumulation ratio for C5min (R C5min )	RELATED	VX
C85493	C102358	Accumulation ratios (C24h)	RELATED	VX
C85493	C102358	C min	RELATED	VX
C85493	C102359	RCAMINT	EXACT	SEND
C85493	C102360	RCAMINTB	EXACT	SEND
C85493	C102361	RCAMINTS	EXACT	SEND
C85493	C102362	RCAMINTW	EXACT	SEND
C85493	C102363	RCAMTAU	EXACT	SEND
C85493	C102364	RCAMTAUB	EXACT	SEND
C85493	C102365	RCAMTAUS	EXACT	SEND
C85493	C102366	RCAMTAUW	EXACT	SEND
C85493	C102367	CONCB	EXACT	SEND
C85493	C102368	C(24h)/dose	RELATED	VX
C85493	C102368	CONCD	EXACT	SEND
C85493	C102368	Css^a/Dose	RELATED	VX
C85493	C102368	Mean lymph node concetration/dose (Cmean/dose)	RELATED	VX
C85493	C102368	Mean plasma concentration dose-normalized	RELATED	VX
C85493	C102368	Mean spleen concetration/dose (Cmean/dose)	RELATED	VX
C85493	C102368	Mean thymus concetration/dose (Cmean/dose)	RELATED	VX
C85493	C102368	Normalized concentration	RELATED	VX
C85493	C102368	Normalized plasma concentrations	RELATED	VX
C85493	C102369	CONCS	EXACT	SEND
C85493	C102370	CONCW	EXACT	SEND
C85493	C102371	V0	EXACT	SEND
C85493	C102371	Vd	RELATED	VX
C85493	C102372	V0B	EXACT	SEND
C85493	C102373	V0D	EXACT	SEND
C85493	C102374	V0S	EXACT	SEND
C85493	C102375	V0W	EXACT	SEND
C85493	C102376	NRENALCL	EXACT	SEND
C85493	C102377	VSSOB	EXACT	SEND
C85493	C102378	VSSOD	EXACT	SEND
C85493	C102379	VSSOS	EXACT	SEND
C85493	C102380	VSSOW	EXACT	SEND
C85493	C102381	C(24)/Cmax	RELATED	VX
C85493	C102381	C24/Cmax	RELATED	VX
C85493	C102381	Cmin/Cmax	RELATED	VX
C85493	C102381	PTROUGHR	EXACT	SEND
C85493	C102382	RCPCINT	EXACT	SEND
C85493	C102383	RCPCINTB	EXACT	SEND
C85493	C102384	RCPCINTS	EXACT	SEND
C85493	C102385	RCPCINTW	EXACT	SEND
C85493	C102386	RCPCTAU	EXACT	SEND
C85493	C102387	RCPCTAUB	EXACT	SEND
C85493	C102388	RCPCTAUS	EXACT	SEND
C85493	C102389	RCPCTAUW	EXACT	SEND
C85493	C102390	VSSPB	EXACT	SEND
C85493	C102391	VSSPD	EXACT	SEND
C85493	C102392	VSSPS	EXACT	SEND
C85493	C102393	VSSPW	EXACT	SEND
C85493	C102394	CTROUGH	EXACT	SEND
C85493	C102394	Plasma trough level	RELATED	VX
C85493	C102394	Pre-dose concentration of drug before the second daily dosing (Cmin2)	RELATED	VX
C85493	C102395	CTROUGHB	EXACT	SEND
C85493	C102396	CTROUGHD	EXACT	SEND
C85493	C102397	CTROUGHS	EXACT	SEND
C85493	C102398	CTROUGHW	EXACT	SEND
C85493	C102426	ARCTROUG	EXACT	SEND
C85493	C102683	VZOD	EXACT	SEND
C85493	C102696	VZPD	EXACT	SEND
C85493	C102729	VZFOD	EXACT	SEND
C85493	C102730	VZFPD	EXACT	SEND
C85493	C105449	ERINT	EXACT	SEND
C85493	C105450	ERINTB	EXACT	SEND
C85493	C105451	ERINTD	EXACT	SEND
C85493	C105452	ERINTS	EXACT	SEND
C85493	C105453	ERINTW	EXACT	SEND
C85493	C105454	NRENLCLB	EXACT	SEND
C85493	C105455	NRENLCLD	EXACT	SEND
C85493	C105456	NRENLCLS	EXACT	SEND
C85493	C105457	NRENLCLW	EXACT	SEND
C85493	C105458	RENALCLB	EXACT	SEND
C85493	C105459	RENALCLD	EXACT	SEND
C85493	C105460	RENALCLS	EXACT	SEND
C85493	C105461	RENALCLW	EXACT	SEND
C85493	C111333	VZTAU	EXACT	SEND
C85493	C111364	VZFTAU	EXACT	SEND
C85493	C111365	VZFTAUB	EXACT	SEND
C85493	C111366	VZFTAUD	EXACT	SEND
C85493	C111366	Vc/f	RELATED	VX
C85493	C111367	VZFTAUS	EXACT	SEND
C85493	C111368	VZFTAUW	EXACT	SEND
C85493	C111369	VZTAUB	EXACT	SEND
C85493	C111370	VZTAUD	EXACT	SEND
C85493	C111371	VZTAUS	EXACT	SEND
C85493	C111372	VZTAUW	EXACT	SEND
C85493	C112032	RCAMIFO	EXACT	SEND
C85493	C112033	RCAMIFP	EXACT	SEND
C85493	C112034	RCPCIFO	EXACT	SEND
C85493	C112035	RCPCIFP	EXACT	SEND
C85493	C112223	RCAMIFOB	EXACT	SEND
C85493	C112224	RCAMIFOS	EXACT	SEND
C85493	C112225	RCAMIFOW	EXACT	SEND
C85493	C112226	RCAMIFPB	EXACT	SEND
C85493	C112227	RCAMIFPS	EXACT	SEND
C85493	C112228	RCAMIFPW	EXACT	SEND
C85493	C112287	HDCL	EXACT	SEND
C85493	C112389	RCPCIFOB	EXACT	SEND
C85493	C112390	RCPCIFOS	EXACT	SEND
C85493	C112391	RCPCIFOW	EXACT	SEND
C85493	C112392	RCPCIFPB	EXACT	SEND
C85493	C112393	RCPCIFPS	EXACT	SEND
C85493	C112394	RCPCIFPW	EXACT	SEND
C85493	C114121	CLFTAU	EXACT	SEND
C85493	C114122	CLTAU	EXACT	SEND
C85493	C114226	CLFTAUD	EXACT	SEND
C85493	C114227	CLFTAUB	EXACT	SEND
C85493	C114228	CLFTAUS	EXACT	SEND
C85493	C114229	CLFTAUW	EXACT	SEND
C85493	C114230	CLTAUD	EXACT	SEND
C85493	C114231	CLTAUB	EXACT	SEND
C85493	C114232	CLTAUS	EXACT	SEND
C85493	C114233	CLTAUW	EXACT	SEND
C85493	C114234	AILAMZ	EXACT	SEND
C85493	C116213	HDER	EXACT	SEND
C85493	C120723	MAT	EXACT	SEND
C85493	C120724	MRTEVIFO	EXACT	SEND
C85493	C120724	MRT_INF	RELATED	VX
C85493	C120725	MRTEVIFP	EXACT	SEND
C85493	C120726	MRT last(mean Day1/Day5)	RELATED	VX
C85493	C120726	MRTEVLST	EXACT	SEND
C85493	C121134	MRT	RELATED	VX
C85493	C121134	MRTIVIFO	EXACT	SEND
C85493	C121134	MRTlast	RELATED	VX
C85493	C121134	Mrt	RELATED	VX
C85493	C121136	MRTIVIFP	EXACT	SEND
C85493	C121136	Mean residence time (MRT) (model dependent analysis)	RELATED	VX
C85493	C121137	MRTIVLST	EXACT	SEND
C85493	C121137	MRT_LST	RELATED	VX
C85493	C122049	RNCLINT	EXACT	SEND
C85493	C122050	RENCLTAU	EXACT	SEND
C85493	C122329	AI Day 47/Day 1	RELATED	VX
C85493	C122329	AI Day 90/Day 1	RELATED	VX
C85493	C122329	ARAUCINT	EXACT	SEND
C85493	C122329	AUC 0-24h D28/D1	RELATED	VX
C85493	C122329	AUC ratio (D155/D1)	RELATED	VX
C85493	C122329	AUC ratio (D155/D29)	RELATED	VX
C85493	C122329	AUC ratio (D156/D1)	RELATED	VX
C85493	C122329	AUC ratio (D156/D31)	RELATED	VX
C85493	C122329	AUC ratio (D177/D29)	RELATED	VX
C85493	C122329	AUC ratio (D177/D30)	RELATED	VX
C85493	C122329	AUC ratio (D29/D1)	RELATED	VX
C85493	C122329	AUC ratio (D31/D1)	RELATED	VX
C85493	C122329	AUC ratio between periods R1=AUC(0-24 h) Week 4/ AUC(0-24 h) Week 0	RELATED	VX
C85493	C122329	AUC ratio between periods R2=AUC(0-24 h) Week 13/ AUC(0-24 h) Week 0	RELATED	VX
C85493	C122329	AUC ratio between periods R3=AUC(0-24 h) Week 13/ AUC(0-24 h) Week 4	RELATED	VX
C85493	C122329	AUC ratio between periods R3=AUC(0-24 h) Week 13/ AUC(0-24 h) Week 5	RELATED	VX
C85493	C122329	AUC ratio between periods R3=AUC(0-24 h) Week 13/ AUC(0-24 h) Week 6	RELATED	VX
C85493	C122329	AUC(0-24) accumulation ratio (Rac)	RELATED	VX
C85493	C122329	AUC(0-24) accumulation ratio week13/day1 (Rac)	RELATED	VX
C85493	C122329	AUC(0-24) accumulation ratio week26/day1 (Rac)	RELATED	VX
C85493	C122329	AUC(0-24) accumulation ratio week52/day1 (Rac)	RELATED	VX
C85493	C122329	AUC(24-8)	RELATED	VX
C85493	C122329	AUC(mean Day1/Day5)	RELATED	VX
C85493	C122329	AUGm Day 93/AUC0-24 Day 29	RELATED	VX
C85493	C122329	AUGm Day 93/AUC0-24 Day 30	RELATED	VX
C85493	C122329	Accum.factor	RELATED	VX
C85493	C122329	Accumul. ratios	RELATED	VX
C85493	C122329	Accumulation Ratio	RELATED	VX
C85493	C122329	Accumulation Ratio (AUC)	RELATED	VX
C85493	C122329	Accumulation factor	RELATED	VX
C85493	C122329	Accumulation factor(AUC)	RELATED	VX
C85493	C122329	Accumulation index [(AUC(0-24h)Day28/AUC(0-24h)Day1] (Rac)	RELATED	VX
C85493	C122329	Accumulation index [(AUC(0-24h)Week13/AUC(0-24h)Day1] (Rac)	RELATED	VX
C85493	C122329	Accumulation index [AUC(0-24h)Day24/AUC(0-24h)Day1] (Rac)	RELATED	VX
C85493	C122329	Accumulation ratio	RELATED	VX
C85493	C122329	Accumulation ratio (AUC(0-24) on day 14 / AUC(0-24) on day 1) (Rac)	RELATED	VX
C85493	C122329	Accumulation ratio (AUC(0-24h)Day7/AUC(0-inf)Day1)	RELATED	VX
C85493	C122329	Accumulation ratio (Rac (AUC) D5/D1)	RELATED	VX
C85493	C122329	Accumulation ratio (Rac (AUC))	RELATED	VX
C85493	C122329	Accumulation ratio (Rac (D28/D1))	RELATED	VX
C85493	C122329	Accumulation ratio (Rac AUC(0-24))	RELATED	VX
C85493	C122329	Accumulation ratio (Rac(AUC(0-24h)))	RELATED	VX
C85493	C122329	Accumulation ratio (Rac(D28/D1))	RELATED	VX
C85493	C122329	Accumulation ratio (Rac)	RELATED	VX
C85493	C122329	Accumulation ratio [AUC(0-24)Day7/AUC(0-24)Day1] (Rac)	RELATED	VX
C85493	C122329	Accumulation ratio [AUC(0-24h)Day7/AUC(0-24h)Day1] (Rac(AUC))	RELATED	VX
C85493	C122329	Accumulation ratio calculated from  dried blood spot data (AUC)	RELATED	VX
C85493	C122329	Accumulation ratio calculated from  dried blood spot data AUC(0-24)	RELATED	VX
C85493	C122329	Accumulation ratio expected at day 1 (single dose) (Rac D1)	RELATED	VX
C85493	C122329	Accumulation ratio for AUC(0-24)	RELATED	VX
C85493	C122329	Accumulation ratio for C(EOI)	RELATED	VX
C85493	C122329	Accumulation ratio in blood (Rc)	RELATED	VX
C85493	C122329	Accumulation ratio of AUC (Rac)	RELATED	VX
C85493	C122329	Factor of accumulation (Rac)	RELATED	VX
C85493	C122329	Mean AUC 24 week 13/ mean AUC 24 week 4	RELATED	VX
C85493	C122329	R ac (AUC 0-24) Day7/Day1	RELATED	VX
C85493	C122329	Rac (AUC Day8/AUC Day1)	RELATED	VX
C85493	C122329	Rac (AUC. D8/D1)	RELATED	VX
C85493	C122329	Rac (AUC24 Day 28 / AUC24 Day 1)	RELATED	VX
C85493	C122329	Rac (AUC24 on Day 14/AUC24 on Day 1)	RELATED	VX
C85493	C122329	Rac (AUC24 on Day 28/AUC24 on Day 1)	RELATED	VX
C85493	C122329	Rac (AUC24 on Day 4/AUC24 on Day 1)	RELATED	VX
C85493	C122329	Rac (AUCt,day8/AUCt,day1)	RELATED	VX
C85493	C122329	Rac (Day 29/Day 1)	RELATED	VX
C85493	C122329	Rac (Day 8/Day 1)	RELATED	VX
C85493	C122329	Rac AUC (Day 182/Day 86)	RELATED	VX
C85493	C122329	Rac Day8/Day1	RELATED	VX
C85493	C122329	Racc (Day 8/Day 1)	RELATED	VX
C85493	C122329	Ratio of AUC(0-24) from week 4 to day 1 (R(A3))	RELATED	VX
C85493	C122329	Systemic accumulation factor	RELATED	VX
C85493	C122330	RNCLINTB	EXACT	SEND
C85493	C122331	RNCLINTD	EXACT	SEND
C85493	C122332	RNCLINTS	EXACT	SEND
C85493	C122333	RNCLINTW	EXACT	SEND
C85493	C122334	RNCLTAUB	EXACT	SEND
C85493	C122335	RNCLTAUD	EXACT	SEND
C85493	C122336	RNCLTAUS	EXACT	SEND
C85493	C122337	RNCLTAUW	EXACT	SEND
C85493	C122338	SRAUC	EXACT	SEND
C85493	C122339	TROUGHPR	EXACT	SEND
C85493	C41185	Arithmetic plasma level	RELATED	VX
C85493	C41185	Blood concentration	RELATED	VX
C85493	C41185	Blood concentration after 4th dose	RELATED	VX
C85493	C41185	Blood concentration pool	RELATED	VX
C85493	C41185	Blood concentrations	RELATED	VX
C85493	C41185	Blood concentrations (pigmented rats)	RELATED	VX
C85493	C41185	Blood level	RELATED	VX
C85493	C41185	Brain concentration	NARROW	VX
C85493	C41185	Brain concentrations	RELATED	VX
C85493	C41185	C	EXACT	VX
C85493	C41185	C (0-5h)	RELATED	VX
C85493	C41185	C (1)	RELATED	VX
C85493	C41185	C (10min)	RELATED	VX
C85493	C41185	C (8)	RELATED	VX
C85493	C41185	C 0.25h	RELATED	VX
C85493	C41185	C 0.5h	RELATED	VX
C85493	C41185	C 0.67h	RELATED	VX
C85493	C41185	C 12h	RELATED	VX
C85493	C41185	C 15min	RELATED	VX
C85493	C41185	C 1h	RELATED	VX
C85493	C41185	C 2min	RELATED	VX
C85493	C41185	C 3h	RELATED	VX
C85493	C41185	C 4h	RELATED	VX
C85493	C41185	C EOI	RELATED	VX
C85493	C41185	C ah	RELATED	VX
C85493	C41185	C end of infusion	RELATED	VX
C85493	C41185	C eoi	RELATED	VX
C85493	C41185	C in brain	RELATED	VX
C85493	C41185	C inf	RELATED	VX
C85493	C41185	C mean	RELATED	VX
C85493	C41185	C of GGA_IRIS_SER041-8	RELATED	VX
C85493	C41185	C t+8: just before second daily gavage	RELATED	VX
C85493	C41185	C(1)	RELATED	VX
C85493	C41185	C(10min)	RELATED	VX
C85493	C41185	C(120h)	RELATED	VX
C85493	C41185	C(15 min)	RELATED	VX
C85493	C41185	C(5min)	RELATED	VX
C85493	C41185	C(8h)	RELATED	VX
C85493	C41185	C(end of infusion)	RELATED	VX
C85493	C41185	C(heart)	RELATED	VX
C85493	C41185	C(muscle)	RELATED	VX
C85493	C41185	C(serum)	RELATED	VX
C85493	C41185	C(t)	RELATED	VX
C85493	C41185	C0.167	RELATED	VX
C85493	C41185	C0.17h	RELATED	VX
C85493	C41185	C0.5 h	RELATED	VX
C85493	C41185	C1	RELATED	VX
C85493	C41185	C10h	RELATED	VX
C85493	C41185	C15min (after the 1st daily infusion)	RELATED	VX
C85493	C41185	C15min (after the 2nd daily infusion)	RELATED	VX
C85493	C41185	C1h	RELATED	VX
C85493	C41185	C24.5h lung	RELATED	VX
C85493	C41185	C3h	RELATED	VX
C85493	C41185	C4h	RELATED	VX
C85493	C41185	C5h	RELATED	VX
C85493	C41185	C5min	RELATED	VX
C85493	C41185	C6min	RELATED	VX
C85493	C41185	CONC	EXACT	SEND
C85493	C41185	Cblood	RELATED	VX
C85493	C41185	Cbrain	RELATED	VX
C85493	C41185	Cend	RELATED	VX
C85493	C41185	Ceoi	RELATED	VX
C85493	C41185	Cerebellum concentration	RELATED	VX
C85493	C41185	Chest skin concentration	RELATED	VX
C85493	C41185	Cinf	RELATED	VX
C85493	C41185	Compound levels in serum	RELATED	VX
C85493	C41185	Conc. RO18-0647	RELATED	VX
C85493	C41185	Concentration	EXACT	VX
C85493	C41185	Concentration (cortex)	RELATED	VX
C85493	C41185	Concentration (liver)	RELATED	VX
C85493	C41185	Concentration (pelvis)	RELATED	VX
C85493	C41185	Concentration (urine)	RELATED	VX
C85493	C41185	Concentration at end of infusion (C(EOI))	RELATED	VX
C85493	C41185	Concentration in Testes	RELATED	VX
C85493	C41185	Concentration in Whole Blood	RELATED	VX
C85493	C41185	Concentration in blood	RELATED	VX
C85493	C41185	Concentration in brain	RELATED	VX
C85493	C41185	Concentration in cerebro spinal fluid	RELATED	VX
C85493	C41185	Concentration in heart tissue	RELATED	VX
C85493	C41185	Concentration in kidney	RELATED	VX
C85493	C41185	Concentration in liver	RELATED	VX
C85493	C41185	Concentration in lung	RELATED	VX
C85493	C41185	Concentration in lymph nodes	RELATED	VX
C85493	C41185	Concentration in plasma	NARROW	VX
C85493	C41185	Concentration in serum	NARROW	VX
C85493	C41185	Concentration in skin	RELATED	VX
C85493	C41185	Concentration in testes	RELATED	VX
C85493	C41185	Concentration in the plasma	RELATED	VX
C85493	C41185	Concentration in uterine tissue	RELATED	VX
C85493	C41185	Concentration of proteins (females)	NARROW	VX
C85493	C41185	Concentration of proteins (males)	NARROW	VX
C85493	C41185	Concentration of radioactivity in blood	RELATED	VX
C85493	C41185	Concentration of radioactivity in plasma	RELATED	VX
C85493	C41185	Concentrations	EXACT	VX
C85493	C41185	Concentrations in dried blood spot	RELATED	VX
C85493	C41185	Concentrations in heart	RELATED	VX
C85493	C41185	Concentrations in plasma	RELATED	VX
C85493	C41185	Concentrations of AZ12250736 in plasma	RELATED	VX
C85493	C41185	Cplasma	NARROW	VX
C85493	C41185	Css	RELATED	VX
C85493	C41185	Css 8 h	RELATED	VX
C85493	C41185	Css(C8h)	RELATED	VX
C85493	C41185	Ct	RELATED	VX
C85493	C41185	Ctau	RELATED	VX
C85493	C41185	Determined plasma concentration	RELATED	VX
C85493	C41185	Diencephalon concentration	RELATED	VX
C85493	C41185	Ear skin concentration	RELATED	VX
C85493	C41185	Fat tissue concentration	NARROW	VX
C85493	C41185	Free plasma concentration	RELATED	VX
C85493	C41185	Frontal cortex concentration	RELATED	VX
C85493	C41185	Ganciclovir concentration	RELATED	VX
C85493	C41185	Geometric plasma level	RELATED	VX
C85493	C41185	HTF919 Concentration	RELATED	VX
C85493	C41185	Heart concentration	RELATED	VX
C85493	C41185	Hypothalamus concentrations	RELATED	VX
C85493	C41185	Liver concentration	NARROW	VX
C85493	C41185	Lung concentration	RELATED	VX
C85493	C41185	Lymph node concentration	NARROW	VX
C85493	C41185	Mean  plasma concentration	NARROW	VX
C85493	C41185	Mean blood concentration	NARROW	VX
C85493	C41185	Mean blood concentrations	NARROW	VX
C85493	C41185	Mean concentration	NARROW	VX
C85493	C41185	Mean plasma concentration	NARROW	VX
C85493	C41185	Mean plasma concentrations	NARROW	VX
C85493	C41185	Mesn plasma concentrations	NARROW	VX
C85493	C41185	Mycophenolic acid concentration	RELATED	VX
C85493	C41185	Mycophenolic acid glucuronide concentration	RELATED	VX
C85493	C41185	Occipital cortex concentration	RELATED	VX
C85493	C41185	Pancreas concentration	NARROW	VX
C85493	C41185	Pasma concentration	NARROW	VX
C85493	C41185	Perietal cortex concentration	RELATED	VX
C85493	C41185	Plasma  concentration	NARROW	VX
C85493	C41185	Plasma Concenteration	RELATED	VX
C85493	C41185	Plasma Concentration	NARROW	VX
C85493	C41185	Plasma Concentrations	NARROW	VX
C85493	C41185	Plasma Glucose concentration	RELATED	VX
C85493	C41185	Plasma Glucose level	NARROW	VX
C85493	C41185	Plasma conc.	RELATED	VX
C85493	C41185	Plasma concenteration	RELATED	VX
C85493	C41185	Plasma concentration	NARROW	VX
C85493	C41185	Plasma concentration (0 hours during infusion)	RELATED	VX
C85493	C41185	Plasma concentration (1 hour during infusion)	RELATED	VX
C85493	C41185	Plasma concentration (10th administration)	RELATED	VX
C85493	C41185	Plasma concentration (1st administration)	RELATED	VX
C85493	C41185	Plasma concentration (2 hour during infusion)	RELATED	VX
C85493	C41185	Plasma concentration (2d administration)	RELATED	VX
C85493	C41185	Plasma concentration (3 hours during infusion)	RELATED	VX
C85493	C41185	Plasma concentration (4 hours during infusion)	RELATED	VX
C85493	C41185	Plasma concentration (9th administration)	RELATED	VX
C85493	C41185	Plasma concentration (arithmetic)	NARROW	VX
C85493	C41185	Plasma concentration (exsanguination)	RELATED	VX
C85493	C41185	Plasma concentration (predose)	NARROW	VX
C85493	C41185	Plasma concentration (recovery animals)	RELATED	VX
C85493	C41185	Plasma concentration (subdose)	NARROW	VX
C85493	C41185	Plasma concentration at the end of infusion	RELATED	VX
C85493	C41185	Plasma concentration in pups	NARROW	VX
C85493	C41185	Plasma concentration observed 28 days after dose (C28)	RELATED	VX
C85493	C41185	Plasma concentration of AR-C90439XX	RELATED	VX
C85493	C41185	Plasma concentration of AZD1305	RELATED	VX
C85493	C41185	Plasma concentration predose	NARROW	VX
C85493	C41185	Plasma concentration( dark)	NARROW	VX
C85493	C41185	Plasma concentration( light)	NARROW	VX
C85493	C41185	Plasma concentrations	NARROW	VX
C85493	C41185	Plasma concentrations of the test compound	RELATED	VX
C85493	C41185	Plasma concetration	RELATED	VX
C85493	C41185	Plasma count	RELATED	VX
C85493	C41185	Plasma level	NARROW	VX
C85493	C41185	Plasma levels	RELATED	VX
C85493	C41185	Plasma ultrafiltrate concentration	NARROW	VX
C85493	C41185	Plasma-ultrafiltrate platinum concentration	RELATED	VX
C85493	C41185	Plasms concentration	RELATED	VX
C85493	C41185	Platinum concentration	RELATED	VX
C85493	C41185	Pool plasma concentration	RELATED	VX
C85493	C41185	Pooled blood concentration	RELATED	VX
C85493	C41185	Pooled plasma concentration	RELATED	VX
C85493	C41185	Repeated dose Blood concentration	RELATED	VX
C85493	C41185	Salivary gland concentration	NARROW	VX
C85493	C41185	Serum concentration	NARROW	VX
C85493	C41185	Serum concentration at steady state	RELATED	VX
C85493	C41185	Serum concentration, Fasted	RELATED	VX
C85493	C41185	Serum concentration, Fed	RELATED	VX
C85493	C41185	Serum concentration. Fasted	RELATED	VX
C85493	C41185	Serum level	NARROW	VX
C85493	C41185	Serum levels of the test compound	RELATED	VX
C85493	C41185	Single dose Blood concentration	RELATED	VX
C85493	C41185	Striatum concentration	RELATED	VX
C85493	C41185	Temporal cortex concentration	RELATED	VX
C85493	C41185	Testes concentration	NARROW	VX
C85493	C41185	Testes homogenate concentration	RELATED	VX
C85493	C41185	Testes interstitial fluid concentration	RELATED	VX
C85493	C41185	The observed concentration at the end of infusion (C inf)	RELATED	VX
C85493	C41185	Tissue concentration (bone marrow)	RELATED	VX
C85493	C41185	Tissue concentration (duodenum)	RELATED	VX
C85493	C41185	Tissue concentration (heart)	RELATED	VX
C85493	C41185	Tissue concentration (kidney)	RELATED	VX
C85493	C41185	Tissue concentration (liver)	RELATED	VX
C85493	C41185	Tissue concentration (skeletal muscle)	RELATED	VX
C85493	C41185	Tissue concentration(choroid+pigmented epithelium layer)	RELATED	VX
C85493	C41185	Tissue concentration(retina)	RELATED	VX
C85493	C41185	Tissue concentrations - skin	RELATED	VX
C85493	C41185	Total concentration	RELATED	VX
C85493	C41185	Urine concentration	RELATED	VX
C85493	C41185	Urine concentration AR-C90441XX	RELATED	VX
C85493	C41185	Urine concentration of AR-C90439XX	RELATED	VX
C85493	C41185	Urine concentration of AR-C90441XX	RELATED	VX
C85493	C41185	Whole blood concentration	RELATED	VX
C85493	C41185	ZD2486 concentration	RELATED	VX
C85493	C41185	ZK 152.387-antigen level	RELATED	VX
C85493	C41185	plasma concentrations	NARROW	VX
C85493	C70918	Blood Cmax	RELATED	VX
C85493	C70918	C high	RELATED	VX
C85493	C70918	C m a x	RELATED	VX
