CODELIST_ID	TERM_ID	TERM_SYNONYM	SYNONYM_TYPE	SYNONYM_SOURCE
C67154	C51949	LYMPH (A)	EXACT	VX
C67154	C51949	LYMPH (R)	RELATED	VX
C67154	C51949	LYMPH (RELATIVE)	RELATED	VX
C67154	C51949	LYMPH (Relative)	RELATED	VX
C67154	C51949	LYMPH(A	EXACT	VX
C67154	C51949	LYMPH(A)	EXACT	VX
C67154	C51949	LYMPH(R	RELATED	VX
C67154	C51949	LYMPH(R)	EXACT	VX
C67154	C51949	LYMPH.	EXACT	VX
C67154	C51949	LYMPH:LYMPHOCYTES	EXACT	VX
C67154	C51949	LYMPHO	EXACT	VX
C67154	C51949	LYMPHOCYTE	EXACT	VX
C67154	C51949	LYMPHOCYTE (Relative)	RELATED	VX
C67154	C51949	LYMPHOCYTES	EXACT	VX
C67154	C51949	LYP: Lymphocytes	EXACT	VX
C67154	C51949	Lkcs-lymphocytes	EXACT	VX
C67154	C51949	Lkcs-lymphocytes (LYMP)	RELATED	VX
C67154	C51949	Lkcs-lymphocytes (Lymp)	RELATED	VX
C67154	C51949	Llymphocyte count	RELATED	VX
C67154	C51949	Ly	EXACT	VX
C67154	C51949	Ly.	EXACT	VX
C67154	C51949	Lym	RELATED	VX
C67154	C51949	Lym.	EXACT	VX
C67154	C51949	Lymhocytes	RELATED	VX
C67154	C51949	Lymp (Lymphocytes abs)	EXACT	VX
C67154	C51949	Lymph	EXACT	VX
C67154	C51949	Lymph.	EXACT	VX
C67154	C51949	Lympho	EXACT	VX
C67154	C51949	Lympho.	EXACT	VX
C67154	C51949	Lymphocyte	EXACT	VX
C67154	C51949	Lymphocyte	EXACT	VX
C67154	C51949	Lymphocyte (% LYMPHO)	EXACT	VX
C67154	C51949	Lymphocyte (% Lympho)	EXACT	VX
C67154	C51949	Lymphocyte (ALYM)	EXACT	VX
C67154	C51949	Lymphocyte (L%)	RELATED	VX
C67154	C51949	Lymphocyte (L)	EXACT	VX
C67154	C51949	Lymphocyte (L) relative	RELATED	VX
C67154	C51949	Lymphocyte (LPER)	EXACT	VX
C67154	C51949	Lymphocyte (LY)	EXACT	VX
C67154	C51949	Lymphocyte (LYM)	EXACT	VX
C67154	C51949	Lymphocyte (LYM)	EXACT	VX
C67154	C51949	Lymphocyte (LYMA)	EXACT	VX
C67154	C51949	Lymphocyte (LYMP)	EXACT	VX
C67154	C51949	Lymphocyte (LYMPH A)	EXACT	VX
C67154	C51949	Lymphocyte (LYMPH)	EXACT	VX
C67154	C51949	Lymphocyte (LYMPH.)	EXACT	VX
C67154	C51949	Lymphocyte (LYMPHO)	EXACT	VX
C67154	C51949	Lymphocyte (Ly)	EXACT	VX
C67154	C51949	Lymphocyte (Lym)	EXACT	VX
C67154	C51949	Lymphocyte (Lymp)	EXACT	VX
C67154	C51949	Lymphocyte (Lymph)	EXACT	VX
C67154	C51949	Lymphocyte (Lympho)	EXACT	VX
C67154	C51949	Lymphocyte (Lympho.)	EXACT	VX
C67154	C51949	Lymphocyte (TLYM)	EXACT	VX
C67154	C51949	Lymphocyte (WBC-L)	EXACT	VX
C67154	C51949	Lymphocyte Count	EXACT	VX
C67154	C51949	Lymphocyte absolute	EXACT	VX
C67154	C51949	Lymphocyte absolute (LYMPH)	RELATED	VX
C67154	C51949	Lymphocyte absolute count	EXACT	VX
C67154	C51949	Lymphocyte absolute count (LYMA)	RELATED	VX
C67154	C51949	Lymphocyte cell count (LYM)	EXACT	VX
C67154	C51949	Lymphocyte coun	RELATED	VX
C67154	C51949	Lymphocyte count	EXACT	VX
C67154	C51949	Lymphocyte count (LYM)	EXACT	VX
C67154	C51949	Lymphocyte count (LYMPH%)	EXACT	VX
C67154	C51949	Lymphocyte count (LYMPH)	EXACT	VX
C67154	C51949	Lymphocyte count (LYMPHC)	RELATED	VX
C67154	C51949	Lymphocyte count (LYMPHS)	EXACT	VX
C67154	C51949	Lymphocyte count (automatic)	RELATED	VX
C67154	C51949	Lymphocyte count absolute	RELATED	VX
C67154	C51949	Lymphocyte counts	EXACT	VX
C67154	C51949	Lymphocyte percent	RELATED	VX
C67154	C51949	Lymphocyte percent (LYMP)	RELATED	VX
C67154	C51949	Lymphocyte percentage (LPER)	RELATED	VX
C67154	C51949	Lymphocyte percentage (LYM)	RELATED	VX
C67154	C51949	Lymphocyte percentage (LYMP)	RELATED	VX
C67154	C51949	Lymphocyte ratio	RELATED	VX
C67154	C51949	Lymphocyte relative (RLYM)	RELATED	VX
C67154	C51949	Lymphocyte series	RELATED	VX
C67154	C51949	Lymphocyte, abs. (LYMPH)	EXACT	VX
C67154	C51949	Lymphocyte, absolute	RELATED	VX
C67154	C51949	Lymphocyte, corrected for normoblasts  (LYMmc)	RELATED	VX
C67154	C51949	Lymphocyte, percent	RELATED	VX
C67154	C51949	Lymphocyte, rel. (LYMPH)	RELATED	VX
C67154	C51949	Lymphocytel count	RELATED	VX
C67154	C51949	Lymphocytes	EXACT	VX
C67154	C51949	Lymphocytes	EXACT	VX
C67154	C51949	Lymphocytes  (L)	EXACT	VX
C67154	C51949	Lymphocytes  (L.abs)	EXACT	VX
C67154	C51949	Lymphocytes  (LPER)	EXACT	VX
C67154	C51949	Lymphocytes  (LYM)	EXACT	VX
C67154	C51949	Lymphocytes  count	EXACT	VX
C67154	C51949	Lymphocytes %	EXACT	VX
C67154	C51949	Lymphocytes % (L%)	RELATED	VX
C67154	C51949	Lymphocytes % (L)	RELATED	VX
C67154	C51949	Lymphocytes % (Lympho)	RELATED	VX
C67154	C51949	Lymphocytes %(LYM%)	RELATED	VX
C67154	C51949	Lymphocytes (% LYMPH)	EXACT	VX
C67154	C51949	Lymphocytes (%)	EXACT	VX
C67154	C51949	Lymphocytes (%LYM)	EXACT	VX
C67154	C51949	Lymphocytes (%LYMPHO)	EXACT	VX
C67154	C51949	Lymphocytes (ABS LYMPH)	RELATED	VX
C67154	C51949	Lymphocytes (ALYM)	EXACT	VX
C67154	C51949	Lymphocytes (Abs.)	EXACT	VX
C67154	C51949	Lymphocytes (B-Lymf)	EXACT	VX
C67154	C51949	Lymphocytes (BLYM)	EXACT	VX
C67154	C51949	Lymphocytes (Differential L)	RELATED	VX
C67154	C51949	Lymphocytes (L Abs)	EXACT	VX
C67154	C51949	Lymphocytes (L%)	RELATED	VX
C67154	C51949	Lymphocytes (L(%))	RELATED	VX
C67154	C51949	Lymphocytes (L)	EXACT	VX
C67154	C51949	Lymphocytes (L0	EXACT	VX
C67154	C51949	Lymphocytes (LC)	EXACT	VX
C67154	C51949	Lymphocytes (LPER)	EXACT	VX
C67154	C51949	Lymphocytes (LY)	EXACT	VX
C67154	C51949	Lymphocytes (LYM%)	RELATED	VX
C67154	C51949	Lymphocytes (LYM)	EXACT	VX
C67154	C51949	Lymphocytes (LYMA)	EXACT	VX
C67154	C51949	Lymphocytes (LYMF)	EXACT	VX
C67154	C51949	Lymphocytes (LYMP)	EXACT	VX
C67154	C51949	Lymphocytes (LYMPH)	EXACT	VX
C67154	C51949	Lymphocytes (LYMPH.)	EXACT	VX
C67154	C51949	Lymphocytes (LYMPHO AB)	EXACT	VX
C67154	C51949	Lymphocytes (LYMPHO)	EXACT	VX
C67154	C51949	Lymphocytes (LYMPHS)	EXACT	VX
C67154	C51949	Lymphocytes (LYMPS)	EXACT	VX
C67154	C51949	Lymphocytes (LYMP_ABS)	EXACT	VX
C67154	C51949	Lymphocytes (LYMP_PCT)	EXACT	VX
C67154	C51949	Lymphocytes (LYMm)	EXACT	VX
C67154	C51949	Lymphocytes (Large)	NARROW	VX
C67154	C51949	Lymphocytes (Ly)	EXACT	VX
C67154	C51949	Lymphocytes (Ly.)	EXACT	VX
C67154	C51949	Lymphocytes (Lym)	EXACT	VX
C67154	C51949	Lymphocytes (Lymf)	EXACT	VX
C67154	C51949	Lymphocytes (Lymp)	EXACT	VX
C67154	C51949	Lymphocytes (Lymph A)	EXACT	VX
C67154	C51949	Lymphocytes (Lymph series)	EXACT	VX
C67154	C51949	Lymphocytes (Lymph)	EXACT	VX
C67154	C51949	Lymphocytes (Lymph),	EXACT	VX
C67154	C51949	Lymphocytes (Lympho)	EXACT	VX
C67154	C51949	Lymphocytes (Lymphs)	EXACT	VX
C67154	C51949	Lymphocytes (PL)	EXACT	VX
C67154	C51949	Lymphocytes (TLYM)	EXACT	VX
C67154	C51949	Lymphocytes (WBC-L)	EXACT	VX
C67154	C51949	Lymphocytes (abs)	EXACT	VX
C67154	C51949	Lymphocytes (abs.)	EXACT	VX
C67154	C51949	Lymphocytes (abs.) (L.Abs.)	EXACT	VX
C67154	C51949	Lymphocytes (absolute)	EXACT	VX
C67154	C51949	Lymphocytes (lLymph)	EXACT	VX
C67154	C51949	Lymphocytes (microscopical counting after staining) (LYMm)	RELATED	VX
C67154	C51949	Lymphocytes (microscopical counting after staining) (LYMmc)	RELATED	VX
C67154	C51949	Lymphocytes (relative)	RELATED	VX
C67154	C51949	Lymphocytes L	EXACT	VX
C67154	C51949	Lymphocytes LYM	EXACT	VX
C67154	C51949	Lymphocytes Percent (L)	RELATED	VX
C67154	C51949	Lymphocytes Percent (LYM%)	RELATED	VX
C67154	C51949	Lymphocytes abs	EXACT	VX
C67154	C51949	Lymphocytes abs (ABLYMP)	EXACT	VX
C67154	C51949	Lymphocytes abs (LYM)	EXACT	VX
C67154	C51949	Lymphocytes abs (Lym)	EXACT	VX
C67154	C51949	Lymphocytes abs (Lymp)	EXACT	VX
C67154	C51949	Lymphocytes abs (Lympho)	EXACT	VX
C67154	C51949	Lymphocytes abs(Lymp)	EXACT	VX
C67154	C51949	Lymphocytes abs.	EXACT	VX
C67154	C51949	Lymphocytes absolute	EXACT	VX
C67154	C51949	Lymphocytes absolute (L abs)	RELATED	VX
C67154	C51949	Lymphocytes absolute (LYMPH)	EXACT	VX
C67154	C51949	Lymphocytes absolute (Lyma)	EXACT	VX
C67154	C51949	Lymphocytes absolute (Lymph. A)	EXACT	VX
C67154	C51949	Lymphocytes count	EXACT	VX
C67154	C51949	Lymphocytes percent	RELATED	VX
C67154	C51949	Lymphocytes percent (L)	RELATED	VX
C67154	C51949	Lymphocytes percent (LYM%)	RELATED	VX
C67154	C51949	Lymphocytes percent (LYM)	RELATED	VX
C67154	C51949	Lymphocytes percent (LYMP)	RELATED	VX
C67154	C51949	Lymphocytes percent (Lymp)	RELATED	VX
C67154	C51949	Lymphocytes rel. (Lympho)	RELATED	VX
C67154	C51949	Lymphocytes relative (L%)	RELATED	VX
C67154	C51949	Lymphocytes relative (L)	RELATED	VX
C67154	C51949	Lymphocytes total	EXACT	VX
C67154	C51949	Lymphocytes( LYM)	EXACT	VX
C67154	C51949	Lymphocytes(B-Lymf)	EXACT	VX
C67154	C51949	Lymphocytes(LYMP)	EXACT	VX
C67154	C51949	Lymphocytes, absolute	EXACT	VX
C67154	C51949	Lymphocytes, absolute (LY)	EXACT	VX
C67154	C51949	Lymphocytis	RELATED	VX
C67154	C51949	Normal lymphocytes	EXACT	VX
C67154	C51949	Number of lymphocytes	EXACT	VX
C67154	C51949	PERCENT ATYPICAL LYMPHOCYTES	RELATED	VX
C67154	C51949	Percentage of lymphocyte	RELATED	VX
C67154	C51949	Percentage of lymphocytes	RELATED	VX
C67154	C51949	REL.LYMPH.	RELATED	VX
C67154	C51949	Rel. LYMPH	RELATED	VX
C67154	C51949	Relative lymphocytes	RELATED	VX
C67154	C51949	Total lymphocyte	EXACT	VX
C67154	C51949	Total lymphocyte (TLYM)	EXACT	VX
C67154	C51949	Total lymphocyte count	EXACT	VX
C67154	C51949	Total lymphocyte count (TL)	RELATED	VX
C67154	C51949	Total lymphocyte count (TLYM)	EXACT	VX
C67154	C51949	Total lymphocyte count(TLYM)	EXACT	VX
C67154	C51949	Total lymphocytes (TLYM)	EXACT	VX
C67154	C51949	lymph	EXACT	VX
C67154	C51949	lymphocytes	EXACT	VX
C67154	C51951	B-Platelets	EXACT	VX
C67154	C51951	B-Platelets (B-PLT)	RELATED	VX
C67154	C51951	B-platelets	EXACT	VX
C67154	C51951	B-platelets (B-Plt)	RELATED	VX
C67154	C51951	B-platelets, (B-Plt)	RELATED	VX
C67154	C51951	Flatele:s (PLAT)	EXACT	VX
C67154	C51951	Number of blood platelets	NARROW	VX
C67154	C51951	PLAT	EXACT	VX
C67154	C51951	PLAT	EXACT	SEND
C67154	C51951	PLAT	EXACT	VX
C67154	C51951	PLAT.	EXACT	VX
C67154	C51951	PLAT:Platelets	EXACT	VX
C67154	C51951	PLATELET	EXACT	VX
C67154	C51951	PLATELET COUNT	EXACT	VX
C67154	C51951	PLATELET COUNT	EXACT	VX
C67154	C51951	PLATELET COUNTS	EXACT	VX
C67154	C51951	PLATELETS	EXACT	VX
C67154	C51951	PLATELETS	EXACT	VX
C67154	C51951	PLT	EXACT	VX
C67154	C51951	PLT	EXACT	VX
C67154	C51951	PLT (Platelets)	EXACT	VX
C67154	C51951	PLT CNT	EXACT	VX
C67154	C51951	PLT CNT	EXACT	VX
C67154	C51951	PLT:PLATELETS	EXACT	VX
C67154	C51951	PTL	EXACT	VX
C67154	C51951	PTL	EXACT	VX
C67154	C51951	Percent neutrophilic granulocytes (NEUT PCT)	EXACT	VX
C67154	C51951	Plat	EXACT	VX
C67154	C51951	Plat.	EXACT	VX
C67154	C51951	Plate	NARROW	VX
C67154	C51951	Plate.	NARROW	VX
C67154	C51951	Plated count (PLT)	EXACT	VX
C67154	C51951	Plateles	EXACT	VX
C67154	C51951	Plateles (PLAT)	EXACT	VX
C67154	C51951	Platelet	EXACT	VX
C67154	C51951	Platelet	EXACT	VX
C67154	C51951	Platelet  (PLATELET)	EXACT	VX
C67154	C51951	Platelet (PLAT)	EXACT	VX
C67154	C51951	Platelet (PLATELET)	EXACT	VX
C67154	C51951	Platelet (PLATELET)	EXACT	VX
C67154	C51951	Platelet (PLT)	EXACT	VX
C67154	C51951	Platelet (PLTS)	EXACT	VX
C67154	C51951	Platelet (Plat)	EXACT	VX
C67154	C51951	Platelet (Plate.)	EXACT	VX
C67154	C51951	Platelet count	EXACT	VX
C67154	C51951	Platelet count	EXACT	VX
C67154	C51951	Platelet count  (Plt)	EXACT	VX
C67154	C51951	Platelet count  (THRO)	EXACT	VX
C67154	C51951	Platelet count (PCT)	EXACT	VX
C67154	C51951	Platelet count (PIt)	EXACT	VX
C67154	C51951	Platelet count (PLAQ)	EXACT	VX
C67154	C51951	Platelet count (PLAT)	EXACT	VX
C67154	C51951	Platelet count (PLAT)	EXACT	VX
C67154	C51951	Platelet count (PLATALATS)	EXACT	VX
C67154	C51951	Platelet count (PLATE)	EXACT	VX
C67154	C51951	Platelet count (PLATELET)	EXACT	VX
C67154	C51951	Platelet count (PLATELETS)	EXACT	VX
C67154	C51951	Platelet count (PLATeLETS)	EXACT	VX
C67154	C51951	Platelet count (PLT)	EXACT	VX
C67154	C51951	Platelet count (PLT)	EXACT	VX
C67154	C51951	Platelet count (PLTS)	EXACT	VX
C67154	C51951	Platelet count (PLTS)	EXACT	VX
C67154	C51951	Platelet count (Pit)	EXACT	VX
C67154	C51951	Platelet count (Plat)	EXACT	VX
C67154	C51951	Platelet count (Plat.)	EXACT	VX
C67154	C51951	Platelet count (Plate)	EXACT	VX
C67154	C51951	Platelet count (Plate)	EXACT	VX
C67154	C51951	Platelet count (Platelet)	EXACT	VX
C67154	C51951	Platelet count (Platelets)	EXACT	VX
C67154	C51951	Platelet count (Plt)	EXACT	VX
C67154	C51951	Platelet count (Plts)	EXACT	VX
C67154	C51951	Platelet count (TH)	EXACT	VX
C67154	C51951	Platelet count (THRO)	EXACT	VX
C67154	C51951	Platelet count (THROMBO)	EXACT	VX
C67154	C51951	Platelet count (THROMBO.)	EXACT	VX
C67154	C51951	Platelet count (TRC)	EXACT	VX
C67154	C51951	Platelet counts	EXACT	VX
C67154	C51951	Platelet counts	EXACT	VX
C67154	C51951	Platelet counts (PLT)	EXACT	VX
C67154	C51951	Platelets	EXACT	VX
C67154	C51951	Platelets	EXACT	VX
C67154	C51951	Platelets (B-Plt)	EXACT	VX
C67154	C51951	Platelets (PCT)	EXACT	VX
C67154	C51951	Platelets (PL)	EXACT	VX
C67154	C51951	Platelets (PLAT )	EXACT	VX
C67154	C51951	Platelets (PLAT)	EXACT	VX
C67154	C51951	Platelets (PLAT)	EXACT	VX
C67154	C51951	Platelets (PLATELET)	EXACT	VX
C67154	C51951	Platelets (PLT)	EXACT	VX
C67154	C51951	Platelets (PLT)	EXACT	VX
C67154	C51951	Platelets (PLT) (post-surgery)	NARROW	VX
C67154	C51951	Platelets (PLT) (pre-surgery)	NARROW	VX
C67154	C51951	Platelets (PLTS)	EXACT	VX
C67154	C51951	Platelets (PLTS)	EXACT	VX
C67154	C51951	Platelets (PTL)	EXACT	VX
C67154	C51951	Platelets (Pl)	EXACT	VX
C67154	C51951	Platelets (Plat)	EXACT	VX
C67154	C51951	Platelets (Plat.)	EXACT	VX
C67154	C51951	Platelets (Plate)	EXACT	VX
C67154	C51951	Platelets (Platelet)	EXACT	VX
C67154	C51951	Platelets (Plats)	EXACT	VX
C67154	C51951	Platelets (Plt)	EXACT	VX
C67154	C51951	Platelets (TH)	EXACT	VX
C67154	C51951	Platelets (THRO)	RELATED	VX
C67154	C51951	Platelets (Thrombo)	EXACT	VX
C67154	C51951	Platelets PLT	EXACT	VX
C67154	C51951	Platelets count	EXACT	VX
C67154	C51951	Platelets( PLT)	EXACT	VX
C67154	C51951	Platelets, thrombocytes	EXACT	VX
C67154	C51951	THR: Thrombocytes	EXACT	VX
C67154	C51951	Thrombocyte count	EXACT	VX
C67154	C51951	Thrombocyte count (Plt)	EXACT	VX
C67154	C51951	Thrombocytes	EXACT	VX
C67154	C51951	Thrombocytes	EXACT	VX
C67154	C51951	Thrombocytes (PL)	EXACT	VX
C67154	C51951	Thrombocytes (PLAT)	EXACT	VX
C67154	C51951	Thrombocytes (PLT)	EXACT	VX
C67154	C51951	Thrombocytes (Platelets)	EXACT	VX
C67154	C51951	Thrombocytes (THRO)	EXACT	VX
C67154	C51951	Thrombocytes (Thrombo)	EXACT	VX
C67154	C51951	Thrombocytes (platelets)	EXACT	VX
C67154	C51951	Thrombocytes - platelets	RELATED	VX
C67154	C51951	Thrombocytes/PLatelets (THRO)	EXACT	VX
C67154	C51951	Thrombocytes/Platelets (THRO)	EXACT	VX
C67154	C51951	Thrombocytes/platelets	EXACT	VX
C67154	C51951	Total  platelets	EXACT	VX
C67154	C51951	Total platelet count (PLAT)	EXACT	VX
C67154	C51951	Total platelet count (PLT)	EXACT	VX
C67154	C51951	Total platelet count (Plat)	EXACT	VX
C67154	C51951	Total platelet count (Plate)	EXACT	VX
C67154	C51951	Total platelets	EXACT	VX
C67154	C51951	Total platelets	EXACT	VX
C67154	C51951	platelets	EXACT	VX
C67154	C60832	OXYSAT	EXACT	SEND
C67154	C60832	Oxygen saturation	EXACT	VX
C67154	C61019	B. U. N.	EXACT	VX
C67154	C61019	B.U.N	EXACT	VX
C67154	C61019	B.U.N.	EXACT	VX
C67154	C61019	BLOOD UREA NITROGEN	EXACT	VX
C67154	C61019	BU	RELATED	VX
C67154	C61019	BUN	RELATED	VX
C67154	C61019	BUN	EXACT	SEND
C67154	C61019	BUN (1 hour postdose)	RELATED	VX
C67154	C61019	BUN (24 hour postdose)	RELATED	VX
C67154	C61019	BUN (30 min postdose)	RELATED	VX
C67154	C61019	BUN (5 min postdose)	RELATED	VX
C67154	C61019	BUN (BUN)	EXACT	VX
C67154	C61019	BUN (initial control 1)	RELATED	VX
C67154	C61019	BUN (initial control 2)	RELATED	VX
C67154	C61019	BUN (predose)	RELATED	VX
C67154	C61019	BUN: B.U.N.	EXACT	VX
C67154	C61019	BUN: Blood urea nitr.	EXACT	VX
C67154	C61019	BUN: Blood urea nitrog	EXACT	VX
C67154	C61019	BUN: Blood urea nitrog.	EXACT	VX
C67154	C61019	BUN: Blood urea nitrogen	EXACT	VX
C67154	C61019	BUN:G	NARROW	VX
C67154	C61019	BUN:UREA NITROGEN	EXACT	VX
C67154	C61019	Bloob urea nitrogen (BUN)	EXACT	VX
C67154	C61019	Blood  urea  nitrogen	EXACT	VX
C67154	C61019	Blood Urea Nitrogen	EXACT	VX
C67154	C61019	Blood Urea Nitrogen (BUN)	RELATED	VX
C67154	C61019	Blood Urea Nitrogen (UREA)	EXACT	VX
C67154	C61019	Blood urea (BU)	EXACT	VX
C67154	C61019	Blood urea (BUN)	EXACT	VX
C67154	C61019	Blood urea (Bu)	EXACT	VX
C67154	C61019	Blood urea nitrogen	EXACT	MedDRA
C67154	C61019	Blood urea nitrogen	EXACT	VX
C67154	C61019	Blood urea nitrogen (B.U.N.)	RELATED	VX
C67154	C61019	Blood urea nitrogen (BUN)	RELATED	VX
C67154	C61019	Blood urea nitrogen (BUN)	RELATED	VX
C67154	C61019	Blood urea nitrogen (UREA-N)	EXACT	VX
C67154	C61019	Blood urea nitrogen (Urea Nitrogen)	EXACT	VX
C67154	C61019	Blood urea nitrogen (Urea nitrogen)	EXACT	VX
C67154	C61019	Blood urea nitrogen (Urea-N)	EXACT	VX
C67154	C61019	Blood urine nitrogen (BUN)	RELATED	VX
C67154	C61019	NITROGEN UREA	EXACT	VX
C67154	C61019	Plasma urea nitrogen	RELATED	VX
C67154	C61019	UN	EXACT	VX
C67154	C61019	UREA N	EXACT	VX
C67154	C61019	UREA NITROGEN	RELATED	VX
C67154	C61019	Urea (BUN)	EXACT	VX
C67154	C61019	Urea N	EXACT	VX
C67154	C61019	Urea N	EXACT	VX
C67154	C61019	Urea Nitrogen	RELATED	VX
C67154	C61019	Urea itrogen	RELATED	VX
C67154	C61019	Urea nitrogbn	RELATED	VX
C67154	C61019	Urea nitrogen	RELATED	VX
C67154	C61019	Urea nitrogen	RELATED	VX
C67154	C61019	Urea nitrogen	RELATED	VX
C67154	C61019	Urea nitrogen (B.U.N.)	EXACT	VX
C67154	C61019	Urea nitrogen (BUN	RELATED	VX
C67154	C61019	Urea nitrogen (BUN)	RELATED	VX
C67154	C61019	Urea nitrogen (BUN)	RELATED	VX
C67154	C61019	Urea nitrogen (BUN) (post-surgery)	RELATED	VX
C67154	C61019	Urea nitrogen (BUN) (pre-surgery)	RELATED	VX
C67154	C61019	Urea nitrogen (UN)	RELATED	VX
C67154	C61019	Urea nitrogen (UREA N)	EXACT	VX
C67154	C61019	Urea nitrogen (UREA N)	EXACT	VX
C67154	C61019	Urea nitrogen (UREA N.)	EXACT	VX
C67154	C61019	Urea nitrogen (UREA)	EXACT	VX
C67154	C61019	Urea nitrogen (UREAN)	NARROW	VX
C67154	C61019	Urea nitrogen (Urea N)	EXACT	VX
C67154	C61019	Urea nitrogen (Urea Nitrogen)	EXACT	VX
C67154	C61019	Urea nitrogen (Urea nitrogen)	EXACT	VX
C67154	C61019	Urea nitrogen (Urea)	EXACT	VX
C67154	C61019	Urea nitrogen (Urea-n)	EXACT	VX
C67154	C61019	Urea notrogen	RELATED	VX
C67154	C61019	Urea ntrogen	EXACT	VX
C67154	C61019	Urea/bon (UREA)	RELATED	VX
C67154	C61019	Urea/bun (UREA)	EXACT	VX
C67154	C61019	Urea/bun (Urea)	EXACT	VX
C67154	C61019	Ureanitrogen	EXACT	VX
C67154	C61019	bUN	RELATED	VX
C67154	C61019	urea nitrogen	RELATED	VX
C67154	C62656	P-prothrombin time	NARROW	VX
C67154	C62656	P-prothrombin time (P-PT)	NARROW	VX
C67154	C62656	P-prothrombin time, (P-PT)	EXACT	VX
C67154	C62656	P-thrombin time (P-TT)	RELATED	VX
C67154	C62656	PRO TIM:PROTHROMBIN	EXACT	VX
C67154	C62656	PROTHROMBIN TIME	EXACT	VX
C67154	C62656	PROTHROMBIN TIME	EXACT	VX
C67154	C62656	PROTHROMBINZEIT	RELATED	VX
C67154	C62656	PT	RELATED	VX
C67154	C62656	PT	RELATED	VX
C67154	C62656	PT	EXACT	SEND
C67154	C62656	PT: Prothrombin Time	EXACT	VX
C67154	C62656	PT: Prothrombin time	EXACT	VX
C67154	C62656	PT:Prothrombin time	EXACT	VX
C67154	C62656	Plasma prothrombin time	NARROW	VX
C67154	C62656	Pro. Time	EXACT	VX
C67154	C62656	Proth.time	EXACT	VX
C67154	C62656	Prothombin time	EXACT	VX
C67154	C62656	Prothr. t	EXACT	VX
C67154	C62656	Prothr. time	EXACT	VX
C67154	C62656	Prothr. time	EXACT	VX
C67154	C62656	Prothr.T.	EXACT	VX
C67154	C62656	Prothrombin Index (PTI)	EXACT	VX
C67154	C62656	Prothrombin Time	EXACT	VX
C67154	C62656	Prothrombin Time (PT)	EXACT	VX
C67154	C62656	Prothrombin Time (PT))	EXACT	VX
C67154	C62656	Prothrombin Time (Pro. Time)	EXACT	VX
C67154	C62656	Prothrombin index (PTI)	EXACT	VX
C67154	C62656	Prothrombin index(PTI)	EXACT	VX
C67154	C62656	Prothrombin time	EXACT	VX
C67154	C62656	Prothrombin time	EXACT	VX
C67154	C62656	Prothrombin time  (PT)	EXACT	VX
C67154	C62656	Prothrombin time ( PT)	EXACT	VX
C67154	C62656	Prothrombin time (HQUICK)	EXACT	VX
C67154	C62656	Prothrombin time (P)	EXACT	VX
C67154	C62656	Prothrombin time (P.T.)	EXACT	VX
C67154	C62656	Prothrombin time (PRO TIME)	EXACT	VX
C67154	C62656	Prothrombin time (PRO time)	EXACT	VX
C67154	C62656	Prothrombin time (PROTH.T.)	EXACT	VX
C67154	C62656	Prothrombin time (PROTHR T)	EXACT	VX
C67154	C62656	Prothrombin time (PROTHR. T)	EXACT	VX
C67154	C62656	Prothrombin time (PROTHR. T.)	EXACT	VX
C67154	C62656	Prothrombin time (PROTHR.T.)	EXACT	VX
C67154	C62656	Prothrombin time (PRO_TIME )	EXACT	VX
C67154	C62656	Prothrombin time (PRO_TIME)	EXACT	VX
C67154	C62656	Prothrombin time (PT)	EXACT	VX
C67154	C62656	Prothrombin time (PT)	EXACT	VX
C67154	C62656	Prothrombin time (PT) (post-surgery)	NARROW	VX
C67154	C62656	Prothrombin time (PT) (pre-surgery)	NARROW	VX
C67154	C62656	Prothrombin time (PT), coagulation factors (II+VII+X)	EXACT	VX
C67154	C62656	Prothrombin time (PT1)	NARROW	VX
C67154	C62656	Prothrombin time (PTl)	EXACT	VX
C67154	C62656	Prothrombin time (PTs)	EXACT	VX
C67154	C62656	Prothrombin time (Pro Time)	EXACT	VX
C67154	C62656	Prothrombin time (Prothr)	EXACT	VX
C67154	C62656	Prothrombin time (Prothr. t.)	EXACT	VX
C67154	C62656	Prothrombin time (Prothr. time)	EXACT	VX
C67154	C62656	Prothrombin time (Prothr.T.)	EXACT	VX
C67154	C62656	Prothrombin time (Quick's time) (QUICK)	NARROW	VX
C67154	C62656	Prothrombin time (TPT)	EXACT	VX
C67154	C62656	Prothrombin time (TPZ/PT)	EXACT	VX
C67154	C62656	Prothrombin time (TQ)	EXACT	VX
C67154	C62656	Prothrombin time PT	EXACT	VX
C67154	C62656	Prothrombin time PT)	EXACT	VX
C67154	C62656	Prothrombin time index (PTI)	RELATED	VX
C67154	C62656	Prothrombin time seconds	NARROW	VX
C67154	C62656	Prothrombin time, coagulation factors (II+VII+X)	RELATED	VX
C67154	C62656	Prothrombin time, coagulation factors (II+VII+X) (PT)	EXACT	VX
C67154	C62656	Prothrombin times	EXACT	VX
C67154	C62656	Prothrombine Time	EXACT	VX
C67154	C62656	Prothrombine Time (PTT)	EXACT	VX
C67154	C62656	Prothrombine time	EXACT	VX
C67154	C62656	Prothrombine time (P)	EXACT	VX
C67154	C62656	Prothrombine time (PT)	EXACT	VX
C67154	C62656	Prothrombine time (PT)	EXACT	VX
C67154	C62656	Prothrombine time (Ptothr. t.)	EXACT	VX
C67154	C62656	Protrombin time	EXACT	VX
