CODELIST_ID	TERM_ID	TERM_NAME	TERM_DEFINITION
C66729	C38252	INTRALYMPHATIC	Administration within the lymph. (FDA)
C66729	C38253	INTRAMEDULLARY	Administration within the marrow cavity of a bone. (FDA)
C66729	C38254	INTRAMENINGEAL	Administration within the meninges (the three membranes that envelope the brain and spinal cord). (FDA)
C66729	C38255	INTRAOCULAR	Administration within the eye. (FDA)
C66729	C38256	INTRAOVARIAN	Administration within the ovary. (FDA)
C66729	C38257	INTRAPERICARDIAL	Administration within the pericardium. (FDA)
C66729	C38258	INTRAPERITONEAL	Administration within the peritoneal cavity. (FDA)
C66729	C38259	INTRAPLEURAL	Administration within the pleura. (FDA)
C66729	C38260	INTRAPROSTATIC	Administration within the prostate gland. (FDA)
C66729	C38261	INTRAPULMONARY	Administration within the lungs or its bronchi. (FDA)
C66729	C38262	INTRASINAL	Administration within the nasal or periorbital sinuses. (FDA)
C66729	C38263	INTRASPINAL	Administration within the vertebral column. (FDA)
C66729	C38264	INTRASYNOVIAL	Administration within the synovial cavity of a joint. (FDA)
C66729	C38265	INTRATENDINOUS	Administration within a tendon. (FDA)
C66729	C38266	INTRATESTICULAR	Administration within the testicle. (FDA)
C66729	C38267	INTRATHECAL	Administration within the cerebrospinal fluid at any level of the cerebrospinal axis, including injection into the cerebral ventricles. (FDA)
C66729	C38268	INTRATUBULAR	Administration within the tubules of an organ. (FDA)
C66729	C38269	INTRATUMOR	Administration within a tumor. (FDA)
C66729	C38270	INTRATYMPANIC	Administration within the auris media. (FDA)
C66729	C38271	URETHRAL	Administration into the urethra. (FDA)
C66729	C38272	INTRAUTERINE	Administration within the uterus. (FDA)
C66729	C38273	INTRAVASCULAR	Administration within a vessel or vessels. (FDA)
C66729	C38274	INTRAVENOUS BOLUS	Administration within or into a vein or veins all at once. (FDA)
C66729	C38276	INTRAVENOUS	Administration within or into a vein or veins. (FDA)
C66729	C38277	INTRAVENTRICULAR	Administration within a ventricle. (FDA)
C66729	C38278	INTRAVESICAL	Administration within the bladder. (FDA)
C66729	C38279	INTRAVENOUS DRIP	Administration within or into a vein or veins over a sustained period of time. (FDA)
C66729	C38280	INTRAVITREAL	Administration within the vitreous body of the eye. (FDA)
C66729	C38281	IRRIGATION	Administration to bathe or flush open wounds or body cavities. (FDA)
C66729	C38282	LARYNGEAL	Administration directly upon the larynx. (FDA)
C66729	C38283	TRANSMUCOSAL	Administration across the mucosa. (FDA)
C66729	C38284	NASAL	Administration to the nose; administered by way of the nose. (FDA)
C66729	C38285	NASOGASTRIC	Administration through the nose and into the stomach, usually by means of a tube. (FDA)
C66729	C38286	OCCLUSIVE DRESSING TECHNIQUE	Administration by the topical route which is then covered by a dressing which occludes the area. (FDA)
C66729	C38287	OPHTHALMIC	Administration to the external eye. (FDA)
C66729	C38288	ORAL	Administration to or by way of the mouth. (FDA)
C66729	C38289	OROPHARYNGEAL	Administration directly to the mouth and pharynx. (FDA)
C66729	C38291	PARENTERAL	Administration by injection, infusion, or implantation. (FDA)
C66729	C38292	PERIARTICULAR	Administration around a joint. (FDA)
C66729	C38293	PERINEURAL	Administration surrounding a nerve or nerves. (FDA)
C66729	C38294	PERIODONTAL	Administration around a tooth. (FDA)
C66729	C38295	RECTAL	Administration to the rectum. (FDA)
C66729	C38296	RETROBULBAR	Administration behind the pons or behind the eyeball. (FDA)
C66729	C38297	SUBARACHNOID	Administration beneath the arachnoid. (FDA)
C66729	C38298	SUBCONJUNCTIVAL	Administration beneath the conjunctiva. (FDA)
C66729	C38299	SUBCUTANEOUS	Administration beneath the skin; hypodermic. Synonymous with the term SUBDERMAL. (FDA)
C66729	C38300	SUBLINGUAL	Administration beneath the tongue. (FDA)
C66729	C38301	SUBMUCOSAL	Administration beneath the mucous membrane. (FDA)
C66729	C38304	TOPICAL	Administration to a particular spot on the outer surface of the body. The E2B term TRANSMAMMARY is a subset of the term TOPICAL. (FDA)
C66729	C38305	TRANSDERMAL	Administration through the dermal layer of the skin to the systemic circulation by diffusion. (FDA)
C66729	C38307	TRANSPLACENTAL	Administration through or across the placenta. (FDA)
C66729	C38308	TRANSTRACHEAL	Administration through the wall of the trachea. (FDA)
C66729	C38309	TRANSTYMPANIC	Administration across or through the tympanic cavity. (FDA)
C66729	C38310	UNASSIGNED	Route of administration has not yet been assigned. (FDA)
C66729	C38311	UNKNOWN	Route of administration is unknown. (FDA)
C66729	C38312	URETERAL	Administration into the ureter. (FDA)
C66729	C38313	VAGINAL	Administration into the vagina. (FDA)
C66729	C38633	ELECTRO-OSMOSIS	Administration of through the diffusion of substance through a membrane in an electric field. (FDA)
C66729	C38675	CUTANEOUS	Administration to the skin. (FDA)
C66729	C38676	PERCUTANEOUS	Administration through the skin. (FDA)
C66729	C38677	PERIDURAL	Administration to the outside of the dura mater of the spinal cord. (FDA)
C66729	C48623	NOT APPLICABLE	Routes of administration are not applicable. (FDA)
C66729	C64906	OROMUCOSAL	Administration across the mucosa of the oral cavity.
C66729	C64984	INTRACAMERAL	Administration by injection directly into the anterior chamber of the eye.
C66729	C65138	INTRASTOMAL	Administration into a stoma.
C66729	C78373	DIETARY	Administration by way of food stuff. (NCI)
C66729	C78374	ORAL GAVAGE	Administration through the mouth and into the stomach, usually by means of a tube. (NCI)
C66729	C94636	SUBTENON	Administration by injection through the membrane covering the muscles and nerves at the back of the eyeball.
C66732	C16576	F	A person who belongs to the sex that normally produces ova. The term is used to indicate biological sex distinctions, or cultural gender role distinctions, or both. (NCI)
C66732	C20197	M	A person who belongs to the sex that normally produces sperm. The term is used to indicate biological sex distinctions, cultural gender role distinctions, or both. (NCI)
C66732	C49636	BOTH	One and the other; relating to or being two in conjunction. (NCI)
C67154	C100122	Pepsinogen	A measurement of the pepsinogen in a biological specimen.
C67154	C100418	Sideroblast	A measurement of the sideroblasts (nucleated erythroblasts with iron granules in the cytoplasm) in a biological specimen.
C67154	C100419	Ringed Sideroblasts	A measurement of the ringed sideroblasts (abnormal nucleated erythroblasts with a large number of iron deposits in the perinuclear mitochondria, forming a ring around the nucleus) in a biological specimen.
C67154	C100420	Tricyclic Antidepressants	A measurement of tricyclic antidepressants in a biological specimen.
C67154	C100422	Ecarin Clotting Time	A measurement of the activity of thrombin inhibitors in a biological specimen based on the generation of meizothrombin.
C67154	C100423	Complement CH50	A measurement of the complement required to lyse 50 percent of red blood cells in a biological specimen.
C67154	C100424	Platelet Hematocrit	A relative measurement (ratio or percentage) of the proportion of the volume of blood taken up by platelets.
C67154	C100425	HDL Cholesterol/LDL Cholesterol Ratio	A relative measurement (ratio or percentage) of the amount of HDL cholesterol compared to LDL cholesterol in a biological specimen.
C67154	C100426	Beta-Trace Protein	A measurement of the beta-trace protein in a biological specimen.
C67154	C100427	Apolipoprotein C2	A measurement of the apolipoprotein C2 in a biological specimen.
C67154	C100428	Apolipoprotein J	A measurement of the apolipoprotein J in a biological specimen.
C67154	C100429	Alpha-1 Acid Glycoprotein	A measurement of the alpha-1 acid glycoprotein in a biological specimen.
C67154	C100430	Alanine Aminopeptidase	A measurement of the alanine aminopeptidase in a biological specimen.
C67154	C100431	Chemokine (C-X-C Motif) Receptor 3	A measurement of the CXCR3, chemokine (C-X-C motif) receptor 3, in a biological specimen.
C67154	C100432	Ceruloplasmin	A measurement of ceruloplasmin in a biological specimen.
C67154	C100433	Kidney Injury Molecule-1	A measurement of the kidney injury molecule-1 (Kim-1) in a biological specimen.
C67154	C100434	Non-Prostatic Acid Phosphatase	A measurement of the non-prostatic acid phosphatase in a biological specimen.
C67154	C100435	Prealbumin	A measurement of the prealbumin in a biological specimen.
C67154	C100436	Protein S	A measurement of the total protein S in a biological specimen.
C67154	C100437	Retinol Binding Protein	A measurement of the total retinol binding protein in a biological specimen.
C67154	C100438	Soluble Transferrin Receptor	A measurement of the soluble transferrin receptor in a biological specimen.
C67154	C100439	Iohexol Clearance	A measurement of the volume of serum or plasma that would be cleared of Iohexol through excretion for a specified unit of time.
C67154	C100440	EDTA Clearance	A measurement of the volume of serum or plasma that would be cleared of Ethylenediamine tetraacetic acid (EDTA) through its excretion for a specified unit of time.
C67154	C100441	DTPA Clearance	A measurement of the volume of serum or plasma that would be cleared of Diethylenetriamine pentaacetate (DTPA) through its excretion for a specified unit of time.
C67154	C100442	Immature Neutrophils/Leukocytes	A relative measurement (ratio or percentage) of the immature neutrophils to leukocytes in a biological specimen.
C67154	C100443	Immature Lymphocytes/Leukocytes	A relative measurement (ratio or percentage) of the immature lymphocytes to leukocytes in a biological specimen.
C67154	C100444	Immature Lymphocytes	A measurement of the immature lymphocytes in a biological specimen.
C67154	C100445	Immature Granulocytes/Leukocytes	A relative measurement (ratio or percentage) of the immature granulocytes to leukocytes in a biological specimen (for example a bone marrow specimen).
C67154	C100446	Proerythroblast	A measurement of the proerythroblasts in a biological specimen.
C67154	C100448	Free Glycerol	A measurement of the amount of unbound glycerol in a biological specimen.
C67154	C100449	GFR from Beta-Trace Protein Adj for BSA	A measurement of the glomerular filtration rate (GFR) based on the clearance of beta-trace protein after adjusting it for the body surface area.
C67154	C100450	GFR from B-2 Microglobulin Adj for BSA	A measurement of the glomerular filtration rate (GFR) based on the clearance of beta-2 microglobulin after adjusting it for the body surface area.
C67154	C100452	Ova and Parasite	A measurement of the parasites and ova in a biological specimen.
C67154	C100453	Plasmodium	Examination of a biological specimen to detect the presence of any protozoan belonging to the Plasmodium genus.
C67154	C100454	Liver Kidney Microsomal Type 1 IgG Ab	A measurement of the liver kidney microsomal type 1 IgG antibodies in a biological specimen.
C67154	C100455	Liver Kidney Microsomal Type 1 IgM Ab	A measurement of the liver kidney microsomal type 1 IgM antibodies in a biological specimen.
C67154	C100456	Liver Kidney Microsomal Type 1 IgA Ab	A measurement of the liver kidney microsomal type 1 IgA antibodies in a biological specimen.
C67154	C100457	Ribonucleoprotein Antibody	A measurement of the ribonucleoprotein antibody in a biological specimen.
C67154	C100458	Scl-70 Antibody	A measurement of the total Scl-70 antibody in a biological specimen.
C67154	C100459	Jo-1 Antibody	A measurement of the Jo-1 antibody in a biological specimen.
C67154	C100460	HLA-B27 Antigen	A measurement of the human leukocyte antigen B27 (HLA-B27) in a biological specimen.
C67154	C100461	Alpha-1 Microglobulin	A measurement of the alpha-1 microglobulin in a biological specimen.
C67154	C100462	Alpha-1 Microglobulin/Creatinine	A relative measurement (ratio or percentage) of the alpha-1 microglobulin to creatinine in a biological specimen.
C67154	C100463	DNase-B Antibody	A measurement of Dnase-B antibody in a biological specimen.
C67154	C100464	Chlamydia trachomatis IgA Antibody	A measurement of the Chlamydia trachomatis IgA antibody in a biological specimen.
C67154	C100465	Chlamydia trachomatis IgM Antibody	A measurement of the Chlamydia trachomatis IgM antibody in a biological specimen.
C67154	C100466	Chlamydia trachomatis IgG Antibody	A measurement of the Chlamydia trachomatis IgG antibody in a biological specimen.
C67154	C100467	Pepsinogen I	A measurement of the pepsinogen I in a biological specimen.
C67154	C100468	Pepsinogen II	A measurement of the pepsinogen II in a biological specimen.
C67154	C100469	Pepsinogen A	A measurement of the pepsinogen A in a biological specimen.
C67154	C100470	Pepsinogen C	A measurement of the pepsinogen C in a biological specimen.
C67154	C100471	Activated Protein C Resistance	A measurement of the resistance in the anticoagulation response to activated protein C in a biological specimen.
C67154	C100472	Beta Carotene	A measurement of the beta carotene in a biological specimen.
C67154	C101016	Carbohydrate-Deficient Transferrin	A measurement of transferrin with a reduced number of carbohydrate moieties in a biological specimen.
C67154	C101017	3,4-Dihydroxyphenylglycol	A measurement of the catecholamine metabolite, 3,4-Dihydroxyphenylglycol in a biological specimen.
C67154	C102257	Adenosine Diphosphate	A measurement of the adenosine diphosphate in a biological specimen.
C67154	C102258	Antiphospholipid Antibodies	A measurement of the antiphospholipid antibodies in a biological specimen.
C67154	C102259	Arachidonic Acid	A measurement of the arachidonic acid present in a biological specimen.
C67154	C102260	CD34	A measurement of the CD34 expressing cells per unit in a biological specimen.
C67154	C102261	Clue Cells	A measurement of the clue cells in a biological specimen.
C67154	C102262	Dextroamphetamine	A measurement of the dextroamphetamine in a biological specimen.
C67154	C102263	ETP Area Under Curve	A measurement of the area under the thrombin generation curve.
C67154	C102264	ETP Lag Time	A measurement of time from the start of the thrombin generation test to the point where a predetermined amount of thrombin is generated.
C67154	C102265	ETP Lag Time Relative	A relative measurement (ratio or percentage) of time from the start of the thrombin generation test to the point where a predetermined amount of thrombin is generated.
C67154	C102266	Endogenous Thrombin Potential	A measurement of the total concentration of thrombin generated in the presence of a substrate in a plasma or blood sample.
C67154	C102267	ETP Peak Height	A measurement of the maximum concentration of thrombin generated during a thrombin generation test.
C67154	C102268	ETP Peak Height Relative	A relative (ratio or percentage) of the maximum concentration of thrombin generated during a thrombin generation test.
C67154	C102269	ETP Time to Peak	A measurement of the time it takes to generate the maximum concentration of thrombin.
C67154	C102270	ETP Time to Peak Relative	A relative (ratio or percentage) measurement of the time it takes to generate the maximum concentration of thrombin.
C67154	C102271	Factor V Leiden	A measurement of the Factor V Leiden in a biological specimen.
C67154	C102272	Factor XIV	A measurement of the factor XIV in a biological specimen.
C67154	C102273	Hematocrit Corrected Reticulocytes	A measurement of the hematocrit corrected reticulocytes in a biological specimen.
C67154	C102274	HCT Corrected Reticulocytes/Erythrocytes	A relative measurement (ratio or percentage) of the hematocrit corrected reticulocytes to erythrocytes in a biological specimen.
C67154	C102275	Hydrogen	A measurement of the hydrogen in a biological specimen.
C67154	C102276	Immature Reticulocyte Fraction	A measurement of the immature reticulocyte fraction present in a biological specimen.
C67154	C102277	Lupus Anticoagulant Sensitive APTT	A measurement of the length of time that it takes for clotting to occur when a lupus sensitive reagent is added to a plasma specimen.
C67154	C102278	Lymphoblasts	A measurement of the lymphoblasts (immature cells that differentiate to form lymphocytes) in a biological specimen.
C67154	C102279	P50 Oxygen	A measurement of the partial pressure of oxygen when hemoglobin is half saturated in a biological specimen.
C67154	C102280	Soluble Interleukin 2 Receptor Activity	A measurement of the soluble interleukin 2 receptor activity in a biological specimen.
C67154	C102281	Sperm Motility	A measurement of the sperm capable of forward, progressive movement in a semen specimen.
C67154	C102282	Urine Conductivity	A measurement of the urine conductivity which is a non-linear function of the electrolyte concentration in the urine.
C67154	C103343	Prostaglandin	A measurement of the total prostaglandin in a biological specimen.
C67154	C103344	11-Dehydro-Thromboxane B2	A measurement of the 11-dehydro-thromboxane B2 in a biological specimen.
C67154	C103345	3,4-Dihydroxyphenylacetic Acid	A measurement of the 3,4-dihydroxyphenylacetic acid in a biological specimen.
C67154	C103348	Activated Coagulation Time	A measurement of the inhibition of blood coagulation in response to anticoagulant therapies.
C67154	C103349	Alpha Tocopherol	A measurement of the alpha tocopherol in a biological specimen.
C67154	C103350	Alpha Tocopherol/Vitamin E	A relative measurement (ratio or percentage) of alpha-tocopherol to the total vitamin E in a biological specimen.
C67154	C103351	Alpha-2 Antiplasmin	A measurement of the alpha-2 antiplasmin in a biological specimen.
C67154	C103352	Amyloid Beta 1-38	A measurement of amyloid beta protein which is composed of peptides 1 to 38 in a biological specimen.
C67154	C103353	Amyloid Beta 1-40	A measurement of amyloid beta protein which is composed of peptides 1 to 40 in a biological specimen.
C67154	C103354	Apolipoprotein A4	A measurement of the apolipoprotein A4 in a biological specimen.
C67154	C103355	Apolipoprotein A5	A measurement of the apolipoprotein A5 in a biological specimen.
C67154	C103356	Apolipoprotein B/Apolipoprotein A1	A relative measurement (ratio or percentage) of the Apolipoprotein B to Apolipoprotein A1 in a biological specimen.
C67154	C103357	Beta Catenin	A measurement of the beta catenin in a biological specimen.
C67154	C103358	Beta-2 Glycoprotein 1 IgG Antibody	A measurement of the Beta-2 glycoprotein 1 IgG antibodies in a biological specimen.
C67154	C103359	Beta-2 Glycoprotein 1 IgM Antibody	A measurement of the Beta-2 glycoprotein 1 IgM antibodies in a biological specimen.
C67154	C103360	Calcium - Phosphorus Product	A measurement of the product of the calcium and phosphate measurements in a biological specimen.
C67154	C103361	Cancer Antigen 1	A measurement of the cancer antigen 1 in a biological specimen.
C67154	C103362	Cancer Antigen 15-3	A measurement of the cancer antigen 15-3 in a biological specimen.
C67154	C103363	Cardiolipin IgM Antibody	A measurement of the cardiolipin IgM antibodies in a biological specimen.
C67154	C103364	CD1	A count of the CD1 expressing cells per unit of a biological specimen.
C67154	C103365	CD14	A count of the CD14 expressing cells per unit of a biological specimen.
C67154	C103366	CD2	A count of the CD2 expressing cells per unit of a biological specimen.
C67154	C103367	CD2/Lymphocytes	A relative measurement (ratio or percentage) of CD2 expressing cells to all lymphocytes in a biological specimen.
C67154	C103368	CD20	A count of the CD20 expressing cells per unit of a biological specimen.
C67154	C103369	CD5	A count of the CD5 expressing cells per unit of a biological specimen.
C67154	C103370	CD56	A count of the CD56 expressing cells per unit of a biological specimen.
C67154	C103380	Cholesteryl Ester Transfer Protein Act	A measurement of the biological activity of cholesteryl ester transfer protein in a biological specimen.
C67154	C103381	Clostridium difficile Toxin	A measurement of the Clostridium difficile toxin in a biological specimen.
C67154	C103382	Clostridium tetani IgG Antibody	A measurement of the Clostridium tetani IgG antibody in a biological specimen.
C67154	C103383	Collagen Type IV	A measurement of the collagen type IV in a biological specimen.
C67154	C103386	Dilute Russell's Viper Venom Time Ratio	A relative measurement (ratio or percentage) of the dilute Russell's viper venom time in a subject sample to a control sample.
C67154	C103387	Dipeptidyl Peptidase-4 Activity	A measurement of the biological activity of dipeptidyl peptidase-4 in a biological specimen.
C67154	C103388	Diphtheria IgG Antibody	A measurement of the Diphtheria IgG antibodies in a biological specimen.
C67154	C103395	Factor IX Activity	A measurement of the biological activity of factor IX in a biological specimen.
C67154	C103396	Factor V Activity	A measurement of the biological activity of factor V in a biological specimen.
C67154	C103397	Factor VII Activity	A measurement of the biological activity of factor VII in a biological specimen.
C67154	C103398	Factor VIIa Activity	A measurement of the biological activity of factor VIIa in a biological specimen.
C67154	C103399	Factor VIII Activity	A measurement of the biological activity of factor VIII in a biological specimen.
C67154	C103402	HDL Particle Size	A measurement of the average particle size of high-density lipoprotein in a biological specimen.
C67154	C103403	Helicobacter pylori IgG Antibody	A measurement of the Helicobacter pylori IgG antibody in a biological specimen.
C67154	C103404	Hepatitis B DNA	A measurement of hepatitis B virus DNA in a biological specimen.
C67154	C103405	Human Albumin Antibody	A measurement of the human albumin antibody in a biological specimen.
C67154	C103406	Human Anti-Mouse Antibody	A measurement of the human anti-mouse antibody in a biological specimen.
C67154	C103407	Immunoblasts	A measurement of the immunoblasts in a biological specimen.
C67154	C103408	Influenza A IgG Antibody	A measurement of the Influenza A IgG antibody in a biological specimen.
C67154	C103409	Influenza B IgG Antibody	A measurement of the Influenza B IgG antibody in a biological specimen.
C67154	C103410	Isoleucine	A measurement of the isoleucine in a biological specimen.
C67154	C103412	LDL Particle Size	A measurement of the average particle size of low-density lipoprotein in a biological specimen.
C67154	C103413	Leukotriene B4	A measurement of the leukotriene B4 in a biological specimen.
C67154	C103414	Leukotriene D4	A measurement of the leukotriene D4 in a biological specimen.
C67154	C103415	Leukotriene E4	A measurement of the leukotriene E4 in a biological specimen.
C67154	C103418	Myelin Antibodies	A measurement of the myelin antibodies in a biological specimen.
C67154	C103419	N-acetyl-beta-D-glucosaminidase	A measurement of the N-acetyl-beta-D-glucosaminidase (enzyme) in a biological specimen.
C67154	C103427	Platelet Aggregation	A measurement of the association of platelets to one another via adhesion molecules in a biological sample.
C67154	C103430	Procalcitonin	A measurement of the procalcitonin in a biological specimen.
C67154	C103431	Prostaglandin D2	A measurement of the prostaglandin D2 in a biological specimen.
C67154	C103432	Prostaglandin D2 Synthase	A measurement of the prostaglandin D2 synthase in a biological specimen.
C67154	C103433	Prostaglandin E Synthase	A measurement of the prostaglandin E synthase in a biological specimen.
C67154	C103434	Prostaglandin E1	A measurement of the prostaglandin E1 in a biological specimen.
C67154	C103435	Prostaglandin E2	A measurement of the prostaglandin E2 in a biological specimen.
C67154	C103436	Prostaglandin F1 Alpha	A measurement of the prostaglandin F1 alpha in a biological specimen.
C67154	C103437	Prostaglandin F2 Alpha	A measurement of the prostaglandin F2 alpha in a biological specimen.
C67154	C103440	Rubella IgG Antibody	A measurement of the Rubella IgG antibody in a biological specimen.
C67154	C103445	Thromboxane B2	A measurement of the thromboxane B2 in a biological specimen.
C67154	C103446	Thyroglobulin	A measurement of the thyroglobulin in a biological specimen.
C67154	C103448	Vitamin E/Cholesterol	A relative measurement (ratio or percentage) of vitamin E to total cholesterol in a biological specimen.
C67154	C103449	Vitamin K1	A measurement of the Vitamin K1 in a biological specimen.
C67154	C103450	VLDL Particle Size	A measurement of the average particle size of very-low-density lipoprotein in a biological specimen.
C67154	C103451	Parathyroid Hormone, Whole	A measurement of the whole parathyroid hormone (consisting of amino acids 1-84) in a biological specimen.
C67154	C103453	Albumin/Total Protein	A relative measurement (ratio or percentage) of the albumin to total protein in a biological specimen.
C67154	C103808	CD19	A count of the CD19 expressing cells per unit in a biological specimen.
C67154	C103809	CD3	A count of the CD3 expressing cells per unit in a biological specimen.
C67154	C103810	CD4	A count of the CD4 expressing cells per unit in a biological specimen.
C67154	C103811	CD8	A count of the CD8 expressing cells per unit in a biological specimen.
C67154	C103812	CD19/Lymphocytes	A relative measurement (ratio or percentage) of CD19 expressing cells to all lymphocytes in a biological specimen.
C67154	C103813	CD3/Lymphocytes	A relative measurement (ratio or percentage) of CD3 expressing cells to all lymphocytes in a biological specimen.
C67154	C103814	CD4/CD8	A relative measurement (ratio or percentage) of CD4 expressing cells to the CD8 expressing cells in a biological specimen.
C67154	C103815	CD4/Lymphocytes	A relative measurement (ratio or percentage) of CD4 expressing cells to all lymphocytes in a biological specimen.
C67154	C103816	CD8/Lymphocytes	A relative measurement (ratio or percentage) of CD8 expressing cells to all lymphocytes in a biological specimen.
C67154	C105438	Amyloid Beta Precursor Protein	A measurement of the amyloid beta precursor protein present in a biological specimen.
C67154	C105439	CD11A	A count of the CD11a expressing cells per unit of a biological specimen.
C67154	C105440	CD11B	A count of the CD11b expressing cells per unit of a biological specimen.
C67154	C105441	Cystine	A measurement of the cystine in a biological specimen.
C67154	C105442	Factor XIV Activity	A measurement of the factor XIV activity in a biological specimen.
C67154	C105443	FibroTest Score	A biomarker test that measures liver pathology through the assessment of a six-parameter blood test (for Alpha-2-macroglobulin, Haptoglobin, Apolipoprotein A1, Gamma-glutamyl transpeptidase (GGT), Total bilirubin, and Alanine aminotransferase (ALT)), taking into account the age and gender of the patient.
C67154	C105444	Lymphoblasts/Leukocytes	A relative measurement (ratio or percentage) of the lymphoblasts to leukocytes in a biological specimen.
C67154	C105445	Theophylline	A measurement of the Theophylline present in a biological specimen.
C67154	C105585	Glucose	A measurement of the glucose in a biological specimen.
C67154	C105586	Cholesterol	A measurement of the cholesterol in a biological specimen.
C67154	C105587	HDL Cholesterol	A measurement of the high density lipoprotein cholesterol in a biological specimen.
C67154	C105588	LDL Cholesterol	A measurement of the low density lipoprotein cholesterol in a biological specimen.
C67154	C105589	VLDL Cholesterol	A measurement of the very low density lipoprotein cholesterol in a biological specimen.
C67154	C105590	Ammonium Biurate Crystals	A measurement of the ammonium biurate crystals present in a biological specimen.
