CODELIST_ID	TERM_ID	TERM_NAME	TERM_DEFINITION
C77530	C14424	C57BL/6	Derived by Little (1921) from A Lathrop stocks and separated out before 1937, the C57BL/6 mouse has a black coat and carries a Y chromosome of Asian Mus musculus origin and a LINE-1 element from Mus spretus. Substrain C57BL/6 differs from other substrains at multiple loci, including H9, Igh2 and Lv, on chromosome 4. This mouse model is prone to the development of fatty lesions in the aorta similar to atheromatous plaque in humans, as well as hyperglycemia, hyperinsulinemia, hypercholesterolemia and non-insulin-dependent diabetes mellitus in response to a high fat diet.
C77530	C14474	FVB/N	NIH general purpose Swiss mice were selected for resistance or sensitivity to histamine challenge following pertussis vaccination. The sensitive strain, HFSF/N, was subsequently found to have the Fv1b allele, which sensitizes the mice to B strain Friend Leukemia virus. The FVB/N strain has an albino coat with genotype A,B,c,D,P, and has a vigorous reproductive performance.
C77530	C14505	AKR/J	Originally disseminated by Detweiler and carried by Furth (1928-1936) and the Rockefeller Institute for subsequent generations. The AKR mouse has an albino coat (genotype a, B, c) and is highly susceptible to leukemias. The strain is viremic from birth in that all tissues express the AKV retrovirus and copies of the AKV genome are integrated in the mouse genome, which is associated with leukemia development. The AKR strain is also a source of the Thy1.1 thymocyte antigen, which is expressed on thymocyte, bone marrow and T cell progenitors and is used as a marker for a variety of stem cells.
C77530	C14604	DBA/2	Derived from crosses made by Little in 1929-1930 between DBA progenitors. The DBA/2 mouse has a d H2 haplotype and carries the Cdh23ahl mutation that results in a progressive hearing loss beginning at 3-4 weeks of age and severe hearing loss after 3 months of age. Alleles GpnmbR150X and Tyrp1isa contribute to an eye phenotype that closely resembles human hereditary glaucoma. The DBA/2 mouse strain shows severe intolerance to alcohol and morphine and is naturally CD94 deficient. (NCI)
C77530	C14606	DBA/1	Derived from crosses made by Little in 1929-1930 between DBA progenitors. The DBA/1 mouse has a q H2 haplotype and carries the Cdh23^ahl mutation that results in progressive hearing loss after 10 months of age. The DBA/1 and DBA/2 mice differ at loci Car2, Ce2, Hc, H2, If1, Lsh, Tla, and Qa3. The strain is commonly used as a model for rheumatoid arthritis as it mimics hallmarks of the human disease when immunized with type II collagen. (NCI)
C77530	C14650	A/J	Derived by Strong (1921) from a cross between the Cold Spring harbor and Bagg Albino stocks. The A strain mouse has an albino coat (genotype a,b,c) and is susceptible to carcinogen-induced lung adenomas and cleft palate formation in response to cortisone. Also, the strain has defective macrophage function reminiscent of lps mutation common to other strains.
C77530	C15152	CD1 NU	An inbred strain of athymic, nude mouse developed by transferring the Foxn1nu gene to a CD1 mouse. (NCI)
C77530	C15158	CB17 SCID	Discovered by Bosma (1980) at Fox Chase Cancer Center, the CB17 SCID mouse has an autosomal recessive mutation in the Prkdc gene which causes a severe combined immunodeficiency affecting B and T lymphocytes.
C77530	C15167	NOD SCID	Originally derived by Prochazka et al (1992) at Jackson Laboratories, by crossing a C.B-17 congenic background mouse with the scid mutation to a diabetes-susceptible non-obese diabetic (NOD) mouse. This mouse is albino in color with coat genotype Tyrc.
C77530	C200006	UNASSIGNED	Strain has not yet been assigned.
C77530	C200007	UNKNOWN	Strain is unknown.
C77530	C37320	129/SV	Derived by Dunn (1928) from a mouse/chinchilla cross, the 129/Sv substrain has been recognized as a member of the Parental subgroup of substrains.
C77530	C37357	BALB/C	Derived from albino mice stocks originally disseminated by Bagg (1913) to Snell in 1932 that has an albino coat with genotype A,b,c.
C77530	C37367	C3H/He	Derived from the C3H progenitor strain that was passed to Heston in 1941. The C3H/He mouse has an agouti coat color, genotype +, rd and is wild type at the lps locus. (NCI)
C77530	C37369	C3H/HeJ	Derived from the C3H progenitor strain that was passed to Heston in 1941 and to Jackson Lab in 1947. The C3H/HeJ mouse has an agouti coat color and genotype +, rd.
C77530	C37376	C57BL/10	Derived by Little (1921) from A Lathrop stocks and separated out before 1937, the C57BL/10 mouse has a black coat and carries a Y chromosome of Asian Mus musculus origin and a LINE-1 element from Mus spretus. Substrain C57BL/10 differs from other substrains at multiple loci, including H9, Igh2 and Lv, on chromosome 4 and has a high incidence of spontaneous mutations.
C77530	C37396	CBA/CA	The CBA mouse from Strong (1920) was disseminated to Jackson Laboratory and then onto Haldane and Gruneberg (1932) and finally onto Carter (1947). The CBA/Ca female mice have long life spans whilst males have short life spans. Both males and females have high ceruloplasmin levels.
C77530	C37399	CBA/J	Developed by Strong (1920), the CBA/J mouse was disseminated to Andervont (1947) and then to Jackson Laboratory (1948). The CBA/J strain carries the gene for retinal degeneration (rd).
C77530	C53897	BEAGLE	The Beagle is a hardy, sturdy squarely-built, small hound, with a short coat in tri-color, red and white, orange and white, or lemon and white. The ears are long, wide and pendant. There are two height classes, 13-15 inches (33-38 cm) and under 13 inches (33 cm). Weight: 20-25 pounds (9-11 kg).
C77530	C53951	MONGREL	A dog that is not purebred.
C77530	C76182	B6C3F1	Derived from a cross between a C57BL/6 female and a C3H male, this hybrid strain is commonly used in the production of transgenic mice.
C77530	C76183	CD1(ICR)	Derived from Rockefeller Swiss mice that were disseminated to the Institute of Cancer Research in Philadelphia (1948).
C77530	C76186	DAHL-S	Derived by Rapp from a colony of Sprague-Dawley rats that were initially derived by LK Dahl at Brookhaven National Laboratories. The SS rat strain has been selected for its acute salt sensitivity.
C77530	C76187	OFA(SD)	A hairless Sprague-Dawley rat from the Charles River affiliate IFFA Credo (Labresle, France). (NCI)
C77530	C76188	LONG EVANS	Derived by Long and Evans (1915) by crossing female Wistar rats with a wild gray male, the Long-Evans rat was disseminated to Charles River from Canadian Breeding Farm and Laboratories (1978). This outbred rat breed is white with a black or brown hood.
C77530	C76189	SPRAGUE-DAWLEY	Derived from Wistar rats at Sprague-Dawley farms, this rat strain is characterized by a calm temperament which lends itself to ease of handling. This rat strain has the following anatomical features: absent gallbladder, a one-lobed left lung and a four-lobed right lung, the inability to vomit, and the production of dark colored eye secretions during periods of stress.
C77530	C76190	WISTAR	An outbred strain of albino brown rat, this strain was developed at the Wistar Institute by Donaldson, Greenman, and King (1906). The Wistar rat has a wide head, long ears, and its tail length is always less than its body length. A wide variety of rat inbred strains have been derived from the Wistar.
C77530	C76191	WISTAR HAN	A Wistar substrain established in Hanover, Germany (1964), this rat breed is a white albino with pink eyes, genotype c.
C77530	C76192	WISTAR KYOTO	An outbred Wistar substrain derived at Kyoto school of medicine and disseminated to the NIH in 1971 and finally to Charles River in 1974. The Wistar Kyoto is a white albino with pink eyes, genotype c.
C77530	C76193	WISTAR WU	A Wistar substrain that was disseminated to Glaxo Laboratory (UK) from the Wistar Institute in Philadelphia in 1933, then to the Dutch Institution for Nutrition (Amsterdam, The Netherlands) and maintained by Unilever Company (Vlaardingen, The Netherlands) from 1941. This strain is now disseminated by Harland Nederland. The Wistar Unilever rat is an albino, genotype c and pink eyes.
C77530	C76194	ZUCKER	Derived from a spontaneous mutation in the leptin receptor that appeared in a 13M rat colony bred at the Zucker Laboratory of Comparative Pathology (Stow, MA), genotype leprfa.
C77530	C76360	AFRICAN GREEN	The diurnal primate, Chlorocebus sabaeus.
C77530	C76364	CALIFORNIAN	One of the larger rabbit breeds, the Californian has a rounded, medium-length body with a short coat that is white with black on the nose, ears, feet, legs, and tail. This lagomorph also has pink eye color with genotype np.
C77530	C76365	DUTCH BELTED	A smaller sized lagomorph, the Dutch belted rabbit has a characteristic belted appearance to the fur wherein the saddle, feet, and the front of the face are white while the rest of the body is colored. The Dutch belted rabbit is commonly utilized in biomedical research for toxicology studies, ophthalmological research, and developmental toxicity studies. This lagomorphs' small size lends itself to studies in which the study drug is available in smaller quantities or if housing space is a consideration.
C77530	C76366	JAPANESE WHITE	A white colored rabbit characterized by efficient superovulation and spontaneous formation of lymphoma. It is used as an animal model for Guillan-Barre syndrome in humans, toxicology, virology. (NCI)
C77530	C77088	DUNKIN-HARTLEY	Albino outbred guinea pig belonging to the English (short-haired) breed. The Dunkin Hartley guinea pig has a white coat color (acromelanic albino) and red eyes and requires a nutritional source of vitamin C to sustain normal function.
C77530	C77089	HARTLEY HAIRLESS	Derived from inbred Hartley stocks at the Eastman Kodak Company and Montreal's Institute Armand Frappier, having undergone spontaneous mutation that led to hairlessness and athymicity. The mutation that spawned the Hartley Hairless Guinea Pig was then re-derived at Charles River to restore thymus function while maintaining hairlessness.
C77530	C77090	HARTLEY	Albino outbred guinea pig belonging to the English (short-haired) breed. The Hartley guinea pig was imported from the Medical Research Council, Millhill, England, to Charles River in 1968 for propagation. The Hartley Guinea Pig has a white coat color (acromelanic albino) and red eyes and requires a nutritional source of vitamin C to sustain normal function.
C77530	C77091	CHINESE	Originating in the deserts of northern China and Mongolia and kept in captivity since 1919, these hamsters exhibit a whitish/grey/brown coat color with a black stripe down the spine.
C77530	C77092	CHINESE SYRIAN	A hamster derived from a cross between a Chinese hamster and Syrian hamster.
C77530	C77095	SYRIAN	A captive hamster strain derived from a mother and eight pups that were captured in the wild in Aleppo, Syria by Dr. Israel Aharoni in 1930.
C77530	C77098	LEGHORNS	A small, commonly white-colored breed of poultry that is renowned for its ability to produce up to 300 chalk white eggs per year. The fully-grown leghorn chicken averages 3-6 pounds in weight and is characterized by being noisy, flighty, and easily excited. The leghorn has a lifespan of 5-11 years in the wild. In pre-clinical research, the leghorn is a consistent provider of eggs for embryonic, angiogenic, and vasculogenic research. (NCI)
C77530	C77099	ROSS	A small white-colored broiler breed that averages 4-5.5 pounds when fully grown, with females averaging 120 eggs laid per year. Two substrains exist of Ross chickens; the Ross 308 and the Ross 708. The Ross 308 weighs between 3.8-5.5 pounds and is slightly smaller than the Ross 708 which can grow to be larger than 5.5 pounds. The Ross 708 is bred specifically for high meat yield and ease in deboning. (NCI)
C77530	C77100	MONGOLIAN	A rodent belonging to subfamily Gerbillinae, Meriones unguiculatus.
C77530	C77101	DUROC-CROSS	An older breed of American domestic pig, the Duroc breed is of medium length with a muscular, large-framed body. This pig breed is red-colored with partially drooping ears and is one of the most aggressive breeds of swine.
C77530	C77102	GOTTINGEN	The smallest of the common miniature breeds, this breed is 10-14kg at sexual maturity with a shortened snout and rounded appearance. The Gottingen pig has white skin and hair. It is used in a variety of applications in biomedical research including cardiovascular studies, and its small size makes it an ideal animal model due to its relative ease of handling and smaller housing requirements. (NCI)
C77530	C77103	HAMPSHIRE	One of the oldest original early American pig strains, the Hampshire pig originated from the Old English breed and was imported to North American in the mid-1800s. The Hampshire pig has black skin and hair covering most of its body with a white portion of skin covering its front limbs and back. The Hampshire pig is one of the larger pig breeds used in biomedical research. (NCI)
C77530	C77104	HANFORD	The largest of the miniature breeds, it reaches 25-40kg at sexual maturity. The Hanford pig is white with an elongated snout and has the largest heart and blood vessels of all pig breeds. It is used in biomedical research, among other things, in the testing of implantable devices in human cardiovascular research. (NCI)
C77530	C77105	LANDRACE-CROSS	Developed in Denmark by crossing native pigs with the Large White pig breed. The Landrace pig was imported into the UK in 1949 and disseminated worldwide beginning in the 1950s. This breed is characterized by white skin and the absence of black hair as well as lop ears and a long middle, light forequarter. The Landrace breed is susceptible to Porcine stress syndrome and malignant hyperthermia under anesthetic. This is one of the largest breeds in use in biomedical research. (NCI)
C77530	C77106	MICROPIG	A Yucatan or other pig breed that is bred specifically for its small size. The micropig weighs between 14-20kg at sexual maturity. (NCI)
C77530	C77107	MINIPIG	A Yucatan, Gottingen, or other pig breed that is bred specifically for its small size. The Minipig weighs between 20-30kg at sexual maturity. (NCI)
C77530	C77108	YUCATAN	Originating from Mexico and Central America, this breed has a straight back and no potbelly, short snout, sparse hair coat and medium size ears. The Yucatan pig is slate gray to black in color. Its uses in biomedical research are varied and include diabetes research, cardiovascular research, angiogenesis, and ophthalmological research among others. (NCI)
C77530	C77114	SQUIRREL	A small diurnal primate with nails instead of claws, Saimiri sciureus.
C77530	C77116	CF1	Thought to be wild albino in origin, this strain was obtained by Carworth farms from a Missouri laboratory. It was intensely inbred by N. Goto in 1978 from a single Carworth pair, the progeny of which is used today. The CF-1 mouse has an albino coat with genotype c.
C77530	C77117	COTTON	The rat of the genus Sigmodon.
C77530	C91817	MICRO YUCATAN MINIATURE SWINE	A strain of Yucatan pig that weighs less than 55 kg when full grown. It was developed at Colorado State University in 1978 and is used extensively in biomedical research.
C77530	C91818	YUCATAN MINIATURE SWINE	A strain of Yucatan pig that is found in the wild in Costa Rica and Mexico. It is a hairless, black or grey colored swine and weighs less than 70 kilograms at adulthood. It is used extensively in biomedical research.
C77530	C91819	SINCLAIR MINIATURE SWINE	A strain of pig developed by the Hormel Institute at the University of Minnesota in 1949, acquired by the University of Missouri in 1965 and now exclusively bred at the Sinclair Research Center. This strain of pig grows to be no larger than 70 kg and exhibits multiple coat colors and patterns. The Sinclair minipig is used in biomedical research for a variety of applications.
C77530	C98707	B6.129-Trp53tm1Brd N5	A partial congenic mouse with background strain of C57BL/6 and 129/Sv chimera, containing a heterozygous or homozygous p53 mutation. (NCI)
C77530	C98711	CB6F1-TgN (RasH2)	A transgenic mouse at F1 generation with background strain C57BL/6 crossed with BALB/cAn, containing three copies of the human c-Ha-Ras gene introduced in tandem. (NCI)
C77530	C98733	FVB/NTac-Tg(Hba-x-v-Ha-ras)TG.ACLed	A transgenic mouse with background strain FVB/N containing a mouse Hba-x promoter coupled to an Hras1 coding sequence with activating mutations at G12 (G12R) and A59 (A59T) followed by a SV40 polyadenylation signal. (NCI)
C77530	C98782	SKH1-Hr hr	An uncharacterized and non-pedigreed hairless albino mouse strain that is immunocompetent and euthymic. (NCI)
