CODELIST_ID	TERM_ID	TERM_NAME	TERM_DEFINITION
C67154	C100465	Chlamydia trachomatis IgM Antibody	A measurement of the Chlamydia trachomatis IgM antibody in a biological specimen.
C67154	C100466	Chlamydia trachomatis IgG Antibody	A measurement of the Chlamydia trachomatis IgG antibody in a biological specimen.
C67154	C100467	Pepsinogen I	A measurement of the pepsinogen I in a biological specimen.
C67154	C100468	Pepsinogen II	A measurement of the pepsinogen II in a biological specimen.
C67154	C100469	Pepsinogen A	A measurement of the pepsinogen A in a biological specimen.
C67154	C100470	Pepsinogen C	A measurement of the pepsinogen C in a biological specimen.
C67154	C100471	Activated Protein C Resistance	A measurement of the resistance in the anticoagulation response to activated protein C in a biological specimen.
C67154	C100472	Beta Carotene	A measurement of the beta carotene in a biological specimen.
C67154	C101016	Carbohydrate-Deficient Transferrin	A measurement of transferrin with a reduced number of carbohydrate moieties in a biological specimen.
C67154	C101017	3,4-Dihydroxyphenylglycol	A measurement of the catecholamine metabolite, 3,4-Dihydroxyphenylglycol in a biological specimen.
C67154	C102257	Adenosine Diphosphate	A measurement of the adenosine diphosphate in a biological specimen.
C67154	C102258	Antiphospholipid Antibodies	A measurement of the antiphospholipid antibodies in a biological specimen.
C67154	C102259	Arachidonic Acid	A measurement of the arachidonic acid present in a biological specimen.
C67154	C102260	CD34	A measurement of the CD34 expressing cells per unit in a biological specimen.
C67154	C102261	Clue Cells	A measurement of the clue cells in a biological specimen.
C67154	C102262	Dextroamphetamine	A measurement of the dextroamphetamine in a biological specimen.
C67154	C102263	ETP Area Under Curve	A measurement of the area under the thrombin generation curve.
C67154	C102264	ETP Lag Time	A measurement of time from the start of the thrombin generation test to the point where a predetermined amount of thrombin is generated.
C67154	C102265	ETP Lag Time Relative	A relative measurement (ratio or percentage) of time from the start of the thrombin generation test to the point where a predetermined amount of thrombin is generated.
C67154	C102266	Endogenous Thrombin Potential	A measurement of the total concentration of thrombin generated in the presence of a substrate in a plasma or blood sample.
C67154	C102267	ETP Peak Height	A measurement of the maximum concentration of thrombin generated during a thrombin generation test.
C67154	C102268	ETP Peak Height Relative	A relative (ratio or percentage) of the maximum concentration of thrombin generated during a thrombin generation test.
C67154	C102269	ETP Time to Peak	A measurement of the time it takes to generate the maximum concentration of thrombin.
C67154	C102270	ETP Time to Peak Relative	A relative (ratio or percentage) measurement of the time it takes to generate the maximum concentration of thrombin.
C67154	C102271	Factor V Leiden	A measurement of the Factor V Leiden in a biological specimen.
C67154	C102272	Factor XIV	A measurement of the factor XIV in a biological specimen.
C67154	C102273	Hematocrit Corrected Reticulocytes	A measurement of the hematocrit corrected reticulocytes in a biological specimen.
C67154	C102274	HCT Corrected Reticulocytes/Erythrocytes	A relative measurement (ratio or percentage) of the hematocrit corrected reticulocytes to erythrocytes in a biological specimen.
C67154	C102275	Hydrogen	A measurement of the hydrogen in a biological specimen.
C67154	C102276	Immature Reticulocyte Fraction	A measurement of the immature reticulocyte fraction present in a biological specimen.
C67154	C102277	Lupus Anticoagulant Sensitive APTT	A measurement of the length of time that it takes for clotting to occur when a lupus sensitive reagent is added to a plasma specimen.
C67154	C102278	Lymphoblasts	A measurement of the lymphoblasts (immature cells that differentiate to form lymphocytes) in a biological specimen.
C67154	C102279	P50 Oxygen	A measurement of the partial pressure of oxygen when hemoglobin is half saturated in a biological specimen.
C67154	C102280	Soluble Interleukin 2 Receptor Activity	A measurement of the soluble interleukin 2 receptor activity in a biological specimen.
C67154	C102281	Sperm Motility	A measurement of the sperm capable of forward, progressive movement in a semen specimen.
C67154	C102282	Urine Conductivity	A measurement of the urine conductivity which is a non-linear function of the electrolyte concentration in the urine.
C67154	C103343	Prostaglandin	A measurement of the total prostaglandin in a biological specimen.
C67154	C103344	11-Dehydro-Thromboxane B2	A measurement of the 11-dehydro-thromboxane B2 in a biological specimen.
C67154	C103345	3,4-Dihydroxyphenylacetic Acid	A measurement of the 3,4-dihydroxyphenylacetic acid in a biological specimen.
C67154	C103348	Activated Coagulation Time	A measurement of the inhibition of blood coagulation in response to anticoagulant therapies.
C67154	C103349	Alpha Tocopherol	A measurement of the alpha tocopherol in a biological specimen.
C67154	C103350	Alpha Tocopherol/Vitamin E	A relative measurement (ratio or percentage) of alpha-tocopherol to the total vitamin E in a biological specimen.
C67154	C103351	Alpha-2 Antiplasmin	A measurement of the alpha-2 antiplasmin in a biological specimen.
C67154	C103352	Amyloid Beta 1-38	A measurement of amyloid beta protein which is composed of peptides 1 to 38 in a biological specimen.
C67154	C103353	Amyloid Beta 1-40	A measurement of amyloid beta protein which is composed of peptides 1 to 40 in a biological specimen.
C67154	C103354	Apolipoprotein A4	A measurement of the apolipoprotein A4 in a biological specimen.
C67154	C103355	Apolipoprotein A5	A measurement of the apolipoprotein A5 in a biological specimen.
C67154	C103356	Apolipoprotein B/Apolipoprotein A1	A relative measurement (ratio or percentage) of the Apolipoprotein B to Apolipoprotein A1 in a biological specimen.
C67154	C103357	Beta Catenin	A measurement of the beta catenin in a biological specimen.
C67154	C103358	Beta-2 Glycoprotein 1 IgG Antibody	A measurement of the Beta-2 glycoprotein 1 IgG antibodies in a biological specimen.
C67154	C103359	Beta-2 Glycoprotein 1 IgM Antibody	A measurement of the Beta-2 glycoprotein 1 IgM antibodies in a biological specimen.
C67154	C103360	Calcium - Phosphorus Product	A measurement of the product of the calcium and phosphate measurements in a biological specimen.
C67154	C103361	Cancer Antigen 1	A measurement of the cancer antigen 1 in a biological specimen.
C67154	C103362	Cancer Antigen 15-3	A measurement of the cancer antigen 15-3 in a biological specimen.
C67154	C103363	Cardiolipin IgM Antibody	A measurement of the cardiolipin IgM antibodies in a biological specimen.
C67154	C103364	CD1	A count of the CD1 expressing cells per unit of a biological specimen.
C67154	C103365	CD14	A count of the CD14 expressing cells per unit of a biological specimen.
C67154	C103366	CD2	A count of the CD2 expressing cells per unit of a biological specimen.
C67154	C103367	CD2/Lymphocytes	A relative measurement (ratio or percentage) of CD2 expressing cells to all lymphocytes in a biological specimen.
C67154	C103368	CD20	A count of the CD20 expressing cells per unit of a biological specimen.
C67154	C103369	CD5	A count of the CD5 expressing cells per unit of a biological specimen.
C67154	C103370	CD56	A count of the CD56 expressing cells per unit of a biological specimen.
C67154	C103380	Cholesteryl Ester Transfer Protein Act	A measurement of the biological activity of cholesteryl ester transfer protein in a biological specimen.
C67154	C103381	Clostridium difficile Toxin	A measurement of the Clostridium difficile toxin in a biological specimen.
C67154	C103382	Clostridium tetani IgG Antibody	A measurement of the Clostridium tetani IgG antibody in a biological specimen.
C67154	C103383	Collagen Type IV	A measurement of the collagen type IV in a biological specimen.
C67154	C103386	Dilute Russell's Viper Venom Time Ratio	A relative measurement (ratio or percentage) of the dilute Russell's viper venom time in a subject sample to a control sample.
C67154	C103387	Dipeptidyl Peptidase-4 Activity	A measurement of the biological activity of dipeptidyl peptidase-4 in a biological specimen.
C67154	C103388	Diphtheria IgG Antibody	A measurement of the Diphtheria IgG antibodies in a biological specimen.
C67154	C103395	Factor IX Activity	A measurement of the biological activity of factor IX in a biological specimen.
C67154	C103396	Factor V Activity	A measurement of the biological activity of factor V in a biological specimen.
C67154	C103397	Factor VII Activity	A measurement of the biological activity of factor VII in a biological specimen.
C67154	C103398	Factor VIIa Activity	A measurement of the biological activity of factor VIIa in a biological specimen.
C67154	C103399	Factor VIII Activity	A measurement of the biological activity of factor VIII in a biological specimen.
C67154	C103402	HDL Particle Size	A measurement of the average particle size of high-density lipoprotein in a biological specimen.
C67154	C103403	Helicobacter pylori IgG Antibody	A measurement of the Helicobacter pylori IgG antibody in a biological specimen.
C67154	C103404	Hepatitis B DNA	A measurement of hepatitis B virus DNA in a biological specimen.
C67154	C103405	Human Albumin Antibody	A measurement of the human albumin antibody in a biological specimen.
C67154	C103406	Human Anti-Mouse Antibody	A measurement of the human anti-mouse antibody in a biological specimen.
C67154	C103407	Immunoblasts	A measurement of the immunoblasts in a biological specimen.
C67154	C103408	Influenza A IgG Antibody	A measurement of the Influenza A IgG antibody in a biological specimen.
C67154	C103409	Influenza B IgG Antibody	A measurement of the Influenza B IgG antibody in a biological specimen.
C67154	C103410	Isoleucine	A measurement of the isoleucine in a biological specimen.
C67154	C103412	LDL Particle Size	A measurement of the average particle size of low-density lipoprotein in a biological specimen.
C67154	C103413	Leukotriene B4	A measurement of the leukotriene B4 in a biological specimen.
C67154	C103414	Leukotriene D4	A measurement of the leukotriene D4 in a biological specimen.
C67154	C103415	Leukotriene E4	A measurement of the leukotriene E4 in a biological specimen.
C67154	C103418	Myelin Antibodies	A measurement of the myelin antibodies in a biological specimen.
C67154	C103419	N-acetyl-beta-D-glucosaminidase	A measurement of the N-acetyl-beta-D-glucosaminidase (enzyme) in a biological specimen.
C67154	C103427	Platelet Aggregation	A measurement of the association of platelets to one another via adhesion molecules in a biological sample.
C67154	C103430	Procalcitonin	A measurement of the procalcitonin in a biological specimen.
C67154	C103431	Prostaglandin D2	A measurement of the prostaglandin D2 in a biological specimen.
C67154	C103432	Prostaglandin D2 Synthase	A measurement of the prostaglandin D2 synthase in a biological specimen.
C67154	C103433	Prostaglandin E Synthase	A measurement of the prostaglandin E synthase in a biological specimen.
C67154	C103434	Prostaglandin E1	A measurement of the prostaglandin E1 in a biological specimen.
C67154	C103435	Prostaglandin E2	A measurement of the prostaglandin E2 in a biological specimen.
C67154	C103436	Prostaglandin F1 Alpha	A measurement of the prostaglandin F1 alpha in a biological specimen.
C67154	C103437	Prostaglandin F2 Alpha	A measurement of the prostaglandin F2 alpha in a biological specimen.
C67154	C103440	Rubella IgG Antibody	A measurement of the Rubella IgG antibody in a biological specimen.
C67154	C103445	Thromboxane B2	A measurement of the thromboxane B2 in a biological specimen.
C67154	C103446	Thyroglobulin	A measurement of the thyroglobulin in a biological specimen.
C67154	C103448	Vitamin E/Cholesterol	A relative measurement (ratio or percentage) of vitamin E to total cholesterol in a biological specimen.
C67154	C103449	Vitamin K1	A measurement of the Vitamin K1 in a biological specimen.
C67154	C103450	VLDL Particle Size	A measurement of the average particle size of very-low-density lipoprotein in a biological specimen.
C67154	C103451	Parathyroid Hormone, Whole	A measurement of the whole parathyroid hormone (consisting of amino acids 1-84) in a biological specimen.
C67154	C103453	Albumin/Total Protein	A relative measurement (ratio or percentage) of the albumin to total protein in a biological specimen.
C67154	C103808	CD19	A count of the CD19 expressing cells per unit in a biological specimen.
C67154	C103809	CD3	A count of the CD3 expressing cells per unit in a biological specimen.
C67154	C103810	CD4	A count of the CD4 expressing cells per unit in a biological specimen.
C67154	C103811	CD8	A count of the CD8 expressing cells per unit in a biological specimen.
C67154	C103812	CD19/Lymphocytes	A relative measurement (ratio or percentage) of CD19 expressing cells to all lymphocytes in a biological specimen.
C67154	C103813	CD3/Lymphocytes	A relative measurement (ratio or percentage) of CD3 expressing cells to all lymphocytes in a biological specimen.
C67154	C103814	CD4/CD8	A relative measurement (ratio or percentage) of CD4 expressing cells to the CD8 expressing cells in a biological specimen.
C67154	C103815	CD4/Lymphocytes	A relative measurement (ratio or percentage) of CD4 expressing cells to all lymphocytes in a biological specimen.
C67154	C103816	CD8/Lymphocytes	A relative measurement (ratio or percentage) of CD8 expressing cells to all lymphocytes in a biological specimen.
C67154	C105438	Amyloid Beta Precursor Protein	A measurement of the amyloid beta precursor protein present in a biological specimen.
C67154	C105439	CD11A	A count of the CD11a expressing cells per unit of a biological specimen.
C67154	C105440	CD11B	A count of the CD11b expressing cells per unit of a biological specimen.
C67154	C105441	Cystine	A measurement of the cystine in a biological specimen.
C67154	C105442	Factor XIV Activity	A measurement of the factor XIV activity in a biological specimen.
C67154	C105443	FibroTest Score	A biomarker test that measures liver pathology through the assessment of a six-parameter blood test (for Alpha-2-macroglobulin, Haptoglobin, Apolipoprotein A1, Gamma-glutamyl transpeptidase (GGT), Total bilirubin, and Alanine aminotransferase (ALT)), taking into account the age and gender of the patient.
C67154	C105444	Lymphoblasts/Leukocytes	A relative measurement (ratio or percentage) of the lymphoblasts to leukocytes in a biological specimen.
C67154	C105445	Theophylline	A measurement of the Theophylline present in a biological specimen.
C67154	C105585	Glucose	A measurement of the glucose in a biological specimen.
C67154	C105586	Cholesterol	A measurement of the cholesterol in a biological specimen.
C67154	C105587	HDL Cholesterol	A measurement of the high density lipoprotein cholesterol in a biological specimen.
C67154	C105588	LDL Cholesterol	A measurement of the low density lipoprotein cholesterol in a biological specimen.
C67154	C105589	VLDL Cholesterol	A measurement of the very low density lipoprotein cholesterol in a biological specimen.
C67154	C105590	Ammonium Biurate Crystals	A measurement of the ammonium biurate crystals present in a biological specimen.
C67154	C105744	Sediment Examination	An observation, assessment or examination of the sediment in a biological specimen.
C67154	C106498	ALT/AST	A relative measurement (ratio or percentage) of the alanine aminotransferase (ALT) to aspartate aminotransferase (AST) present in a sample.
C67154	C106499	Alpha Fetoprotein Activity	A measurement of the alpha fetoprotein activity in a biological specimen.
C67154	C106504	Yeast Budding	A measurement of the budding yeast present in a biological specimen.
C67154	C106505	Cancer Antigen 72-4	A measurement of the cancer antigen 72-4 in a biological specimen.
C67154	C106509	Chloride Clearance	A measurement of the volume of serum or plasma that would be cleared of chloride by excretion of urine for a specified unit of time (e.g. one minute).
C67154	C106511	Corticosterone/Creatinine	A relative measurement (ratio or percentage) of the corticosterone to creatinine present in a sample.
C67154	C106512	Cortisol/Creatinine	A relative measurement (ratio or percentage) of the cortisol to creatinine present in a sample.
C67154	C106513	Cystatin C/Creatinine	A relative measurement (ratio or percentage) of the cystatin C to creatinine present in a sample.
C67154	C106514	Cytokeratin Fragment 21-1	A measurement of the cytokeratin 19 fragment 21-1 in a biological specimen.
C67154	C106518	Epstein-Barr Nuclear Antigen 1 IgG Ab	A measurement of the Epstein-Barr nuclear antigen 1 IgG antibody in a biological specimen.
C67154	C106519	EBV Profile Interpretation	An assessment of Epstein-Barr virus infection based on a panel of EBV antigen antibody tests.
C67154	C106521	Fatty Acid Binding Protein 3	A measurement of the fatty acid binding protein 3 in a biological specimen.
C67154	C106525	Hemoglobin Distribution Width	A measurement of the distribution of the hemoglobin concentration in red blood cells.
C67154	C106526	Hepatitis E Virus IgG Antibody	A measurement of IgG antibody to the hepatitis E virus in a biological specimen.
C67154	C106527	HIV Antibody	A measurement of the antibody reaction of a biological specimen to the HIV virus.
C67154	C106535	Immunoblasts/Lymphocytes	A relative measurement (ratio or percentage) of immunoblasts to all lymphocytes present in a sample.
C67154	C106537	Glucose-dep Insulinotropic Pep, Intact	A measurement of the intact (containing amino acids 1-42) glucose-dependent insulinotropic peptide in a biological specimen.
C67154	C106539	Lipocalin-2	A measurement of lipocalin-2 in a biological specimen.
C67154	C106540	Lipocalin-2/Creatinine	A relative measurement (ratio or percentage) of the lipocalin-2 to creatinine present in a sample.
C67154	C106544	Monocytes/Macrocytes	A relative measurement (ratio or percentage) of the monocytes to macrocytes present in a sample.
C67154	C106546	Myoglobin/Creatinine	A relative measurement (ratio or percentage) of the myoglobin to creatinine present in a sample.
C67154	C106547	Myosin Light Chain 3	A measurement of myosin light chain 3 in a biological specimen.
C67154	C106553	Phosphate Clearance	A measurement of the volume of serum or plasma that would be cleared of phosphate by excretion of urine for a specified unit of time (e.g. one minute).
C67154	C106560	Potassium Clearance	A measurement of the volume of serum or plasma that would be cleared of potassium by excretion of urine for a specified unit of time (e.g. one minute).
C67154	C106568	Sodium Clearance	A measurement of the volume of serum or plasma that would be cleared of sodium by excretion of urine for a specified unit of time (e.g. one minute).
C67154	C106569	Specimen Weight	A measurement of the weight of a biological specimen.
C67154	C106574	Thrombin/Antithrombin	A relative measurement (ratio or percentage) of the thrombin to antithrombin present in a sample.
C67154	C106575	TIMP1/Creatinine	A relative measurement (ratio or percentage) of the tissue inhibitor of metalloproteinase 1 to creatinine present in a sample.
C67154	C107435	Fractional Sodium Excretion	A measurement of the fractional excretion of sodium that is computed based upon the concentrations of sodium and creatinine in both blood and urine.
C67154	C110935	Glomerular Filtration Rate, Estimated	A kidney function test that estimates the fluid volume that is filtered from the kidney glomeruli to the Bowman's capsule per unit of time.
C67154	C111123	A Proliferation-Inducing Ligand	A measurement of the a proliferation-inducing ligand in a biological specimen.
C67154	C111124	Abnormal Cells	A measurement of the abnormal cells in a biological specimen.
C67154	C111125	Adenovirus Antibody	A measurement of the adenovirus antibody in a biological specimen.
C67154	C111126	Alpha Hydroxybutyrate Dehydrogenase	A measurement of the alpha-hydroxybutyrate dehydrogenase in a biological specimen.
C67154	C111127	Aluminum	A measurement of aluminum in a biological specimen.
C67154	C111128	Angiopoietin 1	A measurement of angiopoietin 1 in a biological specimen.
C67154	C111130	Apolipoprotein J/Creatinine	A relative measurement (ratio or percentage) of the apolipoprotein J to creatinine in a biological specimen.
C67154	C111135	B-Cell Activating Factor	A measurement of the B-cell activating factor in a biological specimen.
C67154	C111136	Bence-Jones Protein	A measurement of the total Bence-Jones protein in a biological specimen.
C67154	C111142	Butyrylcholinesterase	A measurement of the total butyrylcholinesterase in a biological specimen.
C67154	C111143	Cancer Antigen 27-29	A measurement of the cancer antigen 27-29 in a biological specimen.
C67154	C111144	Cardiolipin IgG Antibody	A measurement of the cardiolipin IgG antibody in a biological specimen.
C67154	C111145	Cartilage Oligomeric Matrix Protein	A measurement of the cartilage oligomeric matrix protein in a biological specimen.
C67154	C111146	CD10	A measurement of the CD10 expressing cells per unit in a biological specimen.
C67154	C111147	CD13	A measurement of the CD13 expressing cells per unit in a biological specimen.
C67154	C111148	CD22	A measurement of the CD22 expressing cells per unit in a biological specimen.
C67154	C111149	CD23	A measurement of the CD23 expressing cells per unit in a biological specimen.
C67154	C111150	CD33	A measurement of the CD33 expressing cells per unit in a biological specimen.
C67154	C111151	CD38	A measurement of the CD38 expressing cells per unit in a biological specimen.
C67154	C111152	CD79A	A measurement of the CD79A expressing cells per unit in a biological specimen.
C67154	C111153	Cellularity	A measurement of the degree, quality or condition of cells in a biological specimen.
C67154	C111154	Centromere B Antibodies	A measurement of centromere B antibodies in a biological specimen.
C67154	C111159	Chymotrypsin	A measurement of the total chymotrypsin in a biological specimen.
C67154	C111160	Coccidioides Antibody	A measurement of the coccidioides antibody in a biological specimen.
C67154	C111161	Copper	A measurement of copper in a biological specimen.
C67154	C111164	Cryoglobulin	A measurement of cryoglobulin in a biological specimen.
C67154	C111165	Cyclic Guanosine Monophosphate	A measurement of the cyclic guanosine 3,5-monophosphate in a biological specimen.
C67154	C111166	Cytoplasmic Basophilia Neutrophil	A measurement of the neutrophils in a biological specimen showing a dark staining pattern in the cytoplasm due to increased acidic content.
C67154	C111190	Degenerated Leukocytes	A measurement of the degenerated leukocytes (leukocytes that show deterioration in form or function) in a biological specimen.
C67154	C111197	Erythrocyte Agglutination	A measurement of the erythrocyte agglutination in a biological specimen.
C67154	C111206	Heinz Bodies/Erythrocytes	A relative measurement (ratio or percentage) of the erythrocytes that contain heinz bodies to total erythrocytes in a biological specimen.
C67154	C111207	Hemoglobin A1C/Hemoglobin	A relative measurement (ratio or percentage) of the glycosylated hemoglobin to total hemoglobin in a biological specimen.
C67154	C111208	Hemolytic Index	A measurement of the destruction of red blood cells in a biological specimen.
C67154	C111209	Histone Antibodies	A measurement of histone antibodies in a biological specimen.
C67154	C111232	Icteric Index	A measurement of the yellow color of a biological specimen, due to the presence of bile pigments.
C67154	C111233	IgG IgM IgA Total	A measurement of the total IgG, IgM, and IgA in a biological specimen.
C67154	C111234	Immature Cells/Total Cells	A relative measurement (ratio or percentage) of the immature hematopoietic cells to total cells in a biological specimen.
C67154	C111239	Ketone Bodies	A measurement of the ketone bodies (acetone, acetoacetic acid, beta-hydroxybutyric acid, beta-ketopentanoate and beta-hydroxypentanoate) in a biological specimen.
C67154	C111242	Lipemic Index	A measurement of the abnormally high concentration of lipid in a biological specimen.
C67154	C111243	Macroamylase	A measurement of macroamylase in a biological specimen.
C67154	C111244	Macrophages/Total Cells	A relative measurement (ratio or percentage) of the macrophages to total cells in a biological specimen.
C67154	C111246	Mast Cells	A measurement of the mast cells in a biological specimen.
C67154	C111247	Mast Cells/Total Cells	A relative measurement (ratio or percentage) of the mast cells to total cells in a biological specimen.
C67154	C111250	Meningeal Cells	A measurement of the mengingeal cells in a biological specimen.
C67154	C111251	Meningeal Cells/Total Cells	A relative measurement (ratio or percentage) of the meningeal cells to total cells in a biological specimen.
C67154	C111276	Monocytoid Cells	A measurement of the monocytoid cells in a biological specimen.
C67154	C111277	Monocytoid Cells/Total Cells	A relative measurement (ratio or percentage) of the monocytoid cells to total cells in a biological specimen.
C67154	C111283	Thrombocytes	A measurement of the nucleated platelets, namely thrombocytes, in a biological specimen. This is typically measured in birds and other non-mammalian vertebrates.
C67154	C111284	Oxygen Content	A measurement of the amount of oxygen content in a biological specimen.
C67154	C111292	Platelet Activating Factor	A measurement of the platelet activating factor in a biological specimen.
C67154	C111293	Platelet Aggregation Amplitude	A measurement of the magnitude of the platelet aggregation in a biological specimen.
C67154	C111294	Platelet Component Distribution Width	A measurement of a marker of platelet shape change in a biological specimen.
C67154	C111295	Platelet Function Closure Time	A measurement of the platelet function closure time in a biological specimen.
C67154	C111296	Platelet Morphology	An examination or assessment of the form and structure of platelets.
C67154	C111299	Proinsulin/Insulin Ratio	A relative measurement (ratio or percentage) of the proinsulin to insulin in a biological specimen.
C67154	C111305	Renin Activity	A measurement of the renin activity in a biological specimen.
C67154	C111317	Smooth Muscle Antibody	A measurement of the total smooth muscle antibody in a biological specimen.
C67154	C111322	Surfactant Protein D	A measurement of the surfactant protein D in a biological specimen.
C67154	C111327	Troponin	A measurement of the total troponin in a biological specimen.
C67154	C111329	Vacuolated Lymphocytes	A measurement of the vacuolated lymphocytes in a biological specimen.
C67154	C112217	5-Hydroxyindoleacetic Acid	A measurement of 5-hydroxyindoleacetic acid in a biological specimen.
C67154	C112219	Active Ghrelin	A measurement of active ghrelin in a biological specimen.
C67154	C112220	Aggrecan Chondroitin Sulfate Epitope 846	A measurement of the 846 epitope present on the chondroitin sulfate chains of aggrecan in a biological specimen.
C67154	C112236	Chemokine (C-C Motif) Ligand 17	A measurement of the CCL17, chemokine (C-C motif) ligand 17, in a biological specimen.
C67154	C112237	Chemokine (C-C Motif) Ligand 18	A measurement of the CCL18, chemokine (C-C motif) ligand 18, in a biological specimen.
C67154	C112238	Chemokine (C-X-C Motif) Ligand 10	A measurement of the CXCL10, chemokine (C-X-C motif) ligand 10, in a biological specimen.
C67154	C112239	Coagulation Index	A measurement of the efficiency of coagulation of a biological specimen. This is calculated by a mathematical formula that takes into account the R value, K value, angle and maximum amplitude of clot formation.
C67154	C112241	Unspecified Cells	A measurement of the cells not otherwise identified or specified in a biological specimen.
C67154	C112273	Epidermal Growth Factor Receptor	A measurement of the cells with positive expression of EGFR in a biological specimen.
