CODELIST_ID	TERM_ID	TERM_NAME	TERM_DEFINITION
C66729	C38252	INTRALYMPHATIC	Administration within the lymph. (FDA)
C66729	C38253	INTRAMEDULLARY	Administration within the marrow cavity of a bone. (FDA)
C66729	C38254	INTRAMENINGEAL	Administration within the meninges (the three membranes that envelope the brain and spinal cord). (FDA)
C66729	C38255	INTRAOCULAR	Administration within the eye. (FDA)
C66729	C38256	INTRAOVARIAN	Administration within the ovary. (FDA)
C66729	C38257	INTRAPERICARDIAL	Administration within the pericardium. (FDA)
C66729	C38258	INTRAPERITONEAL	Administration within the peritoneal cavity. (FDA)
C66729	C38259	INTRAPLEURAL	Administration within the pleura. (FDA)
C66729	C38260	INTRAPROSTATIC	Administration within the prostate gland. (FDA)
C66729	C38261	INTRAPULMONARY	Administration within the lungs or its bronchi. (FDA)
C66729	C38262	INTRASINAL	Administration within the nasal or periorbital sinuses. (FDA)
C66729	C38263	INTRASPINAL	Administration within the vertebral column. (FDA)
C66729	C38264	INTRASYNOVIAL	Administration within the synovial cavity of a joint. (FDA)
C66729	C38265	INTRATENDINOUS	Administration within a tendon. (FDA)
C66729	C38266	INTRATESTICULAR	Administration within the testicle. (FDA)
C66729	C38267	INTRATHECAL	Administration within the cerebrospinal fluid at any level of the cerebrospinal axis, including injection into the cerebral ventricles. (FDA)
C66729	C38268	INTRATUBULAR	Administration within the tubules of an organ. (FDA)
C66729	C38269	INTRATUMOR	Administration within a tumor. (FDA)
C66729	C38270	INTRATYMPANIC	Administration within the auris media. (FDA)
C66729	C38271	URETHRAL	Administration into the urethra. (FDA)
C66729	C38272	INTRAUTERINE	Administration within the uterus. (FDA)
C66729	C38273	INTRAVASCULAR	Administration within a vessel or vessels. (FDA)
C66729	C38274	INTRAVENOUS BOLUS	Administration within or into a vein or veins all at once. (FDA)
C66729	C38276	INTRAVENOUS	Administration within or into a vein or veins. (FDA)
C66729	C38277	INTRAVENTRICULAR	Administration within a ventricle. (FDA)
C66729	C38278	INTRAVESICAL	Administration within the bladder. (FDA)
C66729	C38279	INTRAVENOUS DRIP	Administration within or into a vein or veins over a sustained period of time. (FDA)
C66729	C38280	INTRAVITREAL	Administration within the vitreous body of the eye. (FDA)
C66729	C38281	IRRIGATION	Administration to bathe or flush open wounds or body cavities. (FDA)
C66729	C38282	LARYNGEAL	Administration directly upon the larynx. (FDA)
C66729	C38283	TRANSMUCOSAL	Administration across the mucosa. (FDA)
C66729	C38284	NASAL	Administration to the nose; administered by way of the nose. (FDA)
C66729	C38285	NASOGASTRIC	Administration through the nose and into the stomach, usually by means of a tube. (FDA)
C66729	C38286	OCCLUSIVE DRESSING TECHNIQUE	Administration by the topical route which is then covered by a dressing which occludes the area. (FDA)
C66729	C38287	OPHTHALMIC	Administration to the external eye. (FDA)
C66729	C38288	ORAL	Administration to or by way of the mouth. (FDA)
C66729	C38289	OROPHARYNGEAL	Administration directly to the mouth and pharynx. (FDA)
C66729	C38291	PARENTERAL	Administration by injection, infusion, or implantation. (FDA)
C66729	C38292	PERIARTICULAR	Administration around a joint. (FDA)
C66729	C38293	PERINEURAL	Administration surrounding a nerve or nerves. (FDA)
C66729	C38294	PERIODONTAL	Administration around a tooth. (FDA)
C66729	C38295	RECTAL	Administration to the rectum. (FDA)
C66729	C38296	RETROBULBAR	Administration behind the pons or behind the eyeball. (FDA)
C66729	C38297	SUBARACHNOID	Administration beneath the arachnoid. (FDA)
C66729	C38298	SUBCONJUNCTIVAL	Administration beneath the conjunctiva. (FDA)
C66729	C38299	SUBCUTANEOUS	Administration beneath the skin; hypodermic. Synonymous with the term SUBDERMAL. (FDA)
C66729	C38300	SUBLINGUAL	Administration beneath the tongue. (FDA)
C66729	C38301	SUBMUCOSAL	Administration beneath the mucous membrane. (FDA)
C66729	C38304	TOPICAL	Administration to a particular spot on the outer surface of the body. The E2B term TRANSMAMMARY is a subset of the term TOPICAL. (FDA)
C66729	C38305	TRANSDERMAL	Administration through the dermal layer of the skin to the systemic circulation by diffusion. (FDA)
C66729	C38307	TRANSPLACENTAL	Administration through or across the placenta. (FDA)
C66729	C38308	TRANSTRACHEAL	Administration through the wall of the trachea. (FDA)
C66729	C38309	TRANSTYMPANIC	Administration across or through the tympanic cavity. (FDA)
C66729	C38310	UNASSIGNED	Route of administration has not yet been assigned. (FDA)
C66729	C38311	UNKNOWN	Route of administration is unknown. (FDA)
C66729	C38312	URETERAL	Administration into the ureter. (FDA)
C66729	C38313	VAGINAL	Administration into the vagina. (FDA)
C66729	C38633	ELECTRO-OSMOSIS	Administration of through the diffusion of substance through a membrane in an electric field. (FDA)
C66729	C38675	CUTANEOUS	Administration to the skin. (FDA)
C66729	C38676	PERCUTANEOUS	Administration through the skin. (FDA)
C66729	C38677	PERIDURAL	Administration to the outside of the dura mater of the spinal cord. (FDA)
C66729	C48623	NOT APPLICABLE	Routes of administration are not applicable. (FDA)
C66729	C64906	OROMUCOSAL	Administration across the mucosa of the oral cavity.
C66729	C64984	INTRACAMERAL	Administration by injection directly into the anterior chamber of the eye.
C66729	C65138	INTRASTOMAL	Administration into a stoma.
C66729	C78373	DIETARY	Administration by way of food stuff. (NCI)
C66729	C78374	ORAL GAVAGE	Administration through the mouth and into the stomach, usually by means of a tube. (NCI)
C66729	C94636	SUBTENON	Administration by injection through the membrane covering the muscles and nerves at the back of the eyeball.
